"Year","SalesTerritoryGroup2","SalesPerson","Month","Value Column Name","Value"
"2020","Canada","Garrett Vargas","December","% Cont. GT","0.03348843379830588"
"2020","Canada","Garrett Vargas","December","Quota","1000000"
"2020","Canada","Garrett Vargas","December","Sales - Quota","454130.08199999994"
"2020","Canada","Garrett Vargas","December","Variance","0.45413008199999993"
"2020","Canada","José Saraiva","January","Sales","1524844.906"
"2020","Canada","José Saraiva","January","January -","1524844.906"
"2020","Canada","José Saraiva","January","% Cont.","0.9015047117230067"
"2020","Canada","José Saraiva","January","% Cont. GT","0.040578052117941826"
"2020","Canada","José Saraiva","January","Quota","2666666.666"
"2020","Canada","José Saraiva","January","Sales - Quota","-1141821.7600000002"
"2020","Canada","José Saraiva","January","Variance","-0.4281831601070458"
"2020","Canada","José Saraiva","February","Sales","1926781.353"
"2020","Canada","José Saraiva","February","February -","1926781.353"
"2020","Canada","José Saraiva","February","% Cont.","0.4161357271004266"
"2020","Canada","José Saraiva","February","% Cont. GT","0.039084788969279825"
"2020","Canada","José Saraiva","February","Quota","2666666.666"
"2020","Canada","José Saraiva","February","Sales - Quota","-739885.3130000003"
"2020","Canada","José Saraiva","February","Variance","-0.27745699244436434"
"2020","Canada","José Saraiva","March","Sales","4626196.226"
"2020","Canada","José Saraiva","March","March -","4626196.226"
"2020","Canada","José Saraiva","March","% Cont.","0.7232767223280403"
"2020","Canada","José Saraiva","March","% Cont. GT","0.10495901310338068"
"2020","Canada","José Saraiva","March","Quota","2666666.666"
"2020","Canada","José Saraiva","March","Sales - Quota","1959529.5599999996"
"2020","Canada","José Saraiva","March","Variance","0.7348235851837057"
"2020","Canada","José Saraiva","April","Sales","1160941.021"
"2020","Canada","José Saraiva","April","April -","1160941.021"
"2020","Canada","José Saraiva","April","% Cont.","0.8964032298714063"
"2020","Canada","José Saraiva","April","% Cont. GT","0.03019971417657129"
"2020","Canada","José Saraiva","April","Quota","1833333.333"
"2020","Canada","José Saraiva","April","Sales - Quota","-672392.3120000002"
"2020","Canada","José Saraiva","April","Variance","-0.3667594429757745"
"2020","Canada","José Saraiva","May","Sales","1697162.314"
"2020","Canada","José Saraiva","May","May -","1697162.314"
"2020","Canada","José Saraiva","May","% Cont.","0.45489342433391916"
"2020","Canada","José Saraiva","May","% Cont. GT","0.04088254137037005"
"2020","Canada","José Saraiva","May","Quota","1833333.333"
"2020","Canada","José Saraiva","May","Sales - Quota","-136171.0190000001"
"2020","Canada","José Saraiva","May","Variance","-0.07427510128623188"
"2020","Canada","José Saraiva","June","Sales","2748022.156"
"2020","Canada","José Saraiva","June","June -","2748022.156"
"2020","Canada","José Saraiva","June","% Cont.","0.5757200673427323"
"2020","Canada","José Saraiva","June","% Cont. GT","0.059619092843787864"
"2020","Canada","José Saraiva","June","Quota","1833333.333"
"2020","Canada","José Saraiva","June","Sales - Quota","914688.8229999999"
"2020","Canada","José Saraiva","June","Variance","0.498921176272531"
"2020","Canada","José Saraiva","July","Sales","805743.19"
"2020","Canada","José Saraiva","July","July -","805743.19"
"2020","Canada","José Saraiva","July","% Cont.","0.8234923328189044"
"2020","Canada","José Saraiva","July","% Cont. GT","0.025374203602793664"
"2020","Canada","José Saraiva","July","Quota","1666666.666"
"2020","Canada","José Saraiva","July","Sales - Quota","-860923.476"
"2020","Canada","José Saraiva","July","Variance","-0.5165540858066217"
"2020","Canada","José Saraiva","August","Sales","1107607.74"
"2020","Canada","José Saraiva","August","August -","1107607.74"
"2020","Canada","José Saraiva","August","% Cont.","0.4858841379204336"
"2020","Canada","José Saraiva","August","% Cont. GT","0.028512734327921504"
"2020","Canada","José Saraiva","August","Quota","1666666.666"
"2020","Canada","José Saraiva","August","Sales - Quota","-559058.926"
"2020","Canada","José Saraiva","August","Variance","-0.33543535573417416"
"2020","Canada","José Saraiva","September","Sales","3108416.865"
"2020","Canada","José Saraiva","September","September -","3108416.865"
"2020","Canada","José Saraiva","September","% Cont.","0.7367744349101997"
"2020","Canada","José Saraiva","September","% Cont. GT","0.07134086994948217"
"2020","Canada","José Saraiva","September","Quota","1666666.666"
"2020","Canada","José Saraiva","September","Sales - Quota","1441750.1990000003"
"2020","Canada","José Saraiva","September","Variance","0.8650501197460201"
"2020","Canada","José Saraiva","October","Sales","1100142.513"
"2020","Canada","José Saraiva","October","October -","1100142.513"
"2020","Canada","José Saraiva","October","% Cont.","0.958003752089485"
"2020","Canada","José Saraiva","October","% Cont. GT","0.030681015318276494"
"2020","Canada","José Saraiva","October","Quota","2333333.333"
"2020","Canada","José Saraiva","October","Sales - Quota","-1233190.82"
"2020","Canada","José Saraiva","October","Variance","-0.5285103515040729"
"2020","Canada","José Saraiva","November","Sales","1979757.815"
"2020","Canada","José Saraiva","November","November -","1979757.815"
"2020","Canada","José Saraiva","November","% Cont.","0.5312855306194988"
"2020","Canada","José Saraiva","November","% Cont. GT","0.043203449388225644"
"2020","Canada","José Saraiva","November","Quota","2333333.333"
"2020","Canada","José Saraiva","November","Sales - Quota","-353575.51800000016"
"2020","Canada","José Saraiva","November","Variance","-0.1515323648787904"
"2020","Canada","José Saraiva","December","Sales","4259791.088"
"2020","Canada","José Saraiva","December","December -","4259791.088"
"2020","Canada","José Saraiva","December","% Cont.","0.7455110004606521"
"2020","Canada","José Saraiva","December","% Cont. GT","0.09810245562686969"
"2020","Canada","José Saraiva","December","Quota","2333333.333"
"2020","Canada","José Saraiva","December","Sales - Quota","1926457.7550000004"
"2020","Canada","José Saraiva","December","Variance","0.8256247522608037"
"2020","France","Ranjit Varkey Chudukatil","January","Sales","554654.078"
"2020","France","Ranjit Varkey Chudukatil","January","January -","554654.078"
"2020","France","Ranjit Varkey Chudukatil","January","% Cont.","1"
"2020","France","Ranjit Varkey Chudukatil","January","% Cont. GT","0.014760046740460418"
"2020","France","Ranjit Varkey Chudukatil","January","Quota","2833333.333"
"2020","France","Ranjit Varkey Chudukatil","January","Sales - Quota","-2278679.255"
"2020","France","Ranjit Varkey Chudukatil","January","Variance","-0.8042397371534399"
"2020","France","Ranjit Varkey Chudukatil","February","Sales","6868743.304"
"2020","France","Ranjit Varkey Chudukatil","February","February -","6868743.304"
"2020","France","Ranjit Varkey Chudukatil","February","% Cont.","1"
"2020","France","Ranjit Varkey Chudukatil","February","% Cont. GT","0.13933256210051867"
"2020","France","Ranjit Varkey Chudukatil","February","Quota","2833333.333"
"2020","France","Ranjit Varkey Chudukatil","February","Sales - Quota","4035409.9709999994"
"2020","France","Ranjit Varkey Chudukatil","February","Variance","1.4242623428734424"
"2020","France","Ranjit Varkey Chudukatil","March","Sales","1968507.723"
"2020","France","Ranjit Varkey Chudukatil","March","March -","1968507.723"
"2020","France","Ranjit Varkey Chudukatil","March","% Cont.","1"
"2020","France","Ranjit Varkey Chudukatil","March","% Cont. GT","0.04466144923366316"
"2020","France","Ranjit Varkey Chudukatil","March","Quota","2833333.333"
"2020","France","Ranjit Varkey Chudukatil","March","Sales - Quota","-864825.6100000001"
"2020","France","Ranjit Varkey Chudukatil","March","Variance","-0.3052325682712039"
"2020","France","Ranjit Varkey Chudukatil","April","Sales","538344.018"
"2020","France","Ranjit Varkey Chudukatil","April","April -","538344.018"
"2020","France","Ranjit Varkey Chudukatil","April","% Cont.","1"
"2020","France","Ranjit Varkey Chudukatil","April","% Cont. GT","0.01400401500005826"
"2020","France","Ranjit Varkey Chudukatil","April","Quota","3000000"
"2020","France","Ranjit Varkey Chudukatil","April","Sales - Quota","-2461655.982"
"2020","France","Ranjit Varkey Chudukatil","April","Variance","-0.8205519939999999"
"2020","France","Ranjit Varkey Chudukatil","May","Sales","6142684.005"
"2020","France","Ranjit Varkey Chudukatil","May","May -","6142684.005"
"2020","France","Ranjit Varkey Chudukatil","May","% Cont.","1"
"2020","France","Ranjit Varkey Chudukatil","May","% Cont. GT","0.14796966140948783"
"2020","France","Ranjit Varkey Chudukatil","May","Quota","3000000"
"2020","France","Ranjit Varkey Chudukatil","May","Sales - Quota","3142684.005"
"2020","France","Ranjit Varkey Chudukatil","May","Variance","1.047561335"
"2020","France","Ranjit Varkey Chudukatil","June","Sales","1394672.278"
"2020","France","Ranjit Varkey Chudukatil","June","June -","1394672.278"
"2020","France","Ranjit Varkey Chudukatil","June","% Cont.","1"
"2020","France","Ranjit Varkey Chudukatil","June","% Cont. GT","0.030257796811132814"
"2020","France","Ranjit Varkey Chudukatil","June","Quota","3000000"
"2020","France","Ranjit Varkey Chudukatil","June","Sales - Quota","-1605327.722"
"2020","France","Ranjit Varkey Chudukatil","June","Variance","-0.5351092406666667"
"2020","France","Ranjit Varkey Chudukatil","July","Sales","408145.931"
"2020","France","Ranjit Varkey Chudukatil","July","July -","408145.931"
"2020","France","Ranjit Varkey Chudukatil","July","% Cont.","1"
"2020","France","Ranjit Varkey Chudukatil","July","% Cont. GT","0.012853199482636366"
"2020","France","Ranjit Varkey Chudukatil","July","Quota","2000000"
"2020","France","Ranjit Varkey Chudukatil","July","Sales - Quota","-1591854.0690000001"
"2020","France","Ranjit Varkey Chudukatil","July","Variance","-0.7959270345"
"2020","France","Ranjit Varkey Chudukatil","August","Sales","4665225.738"
"2020","France","Ranjit Varkey Chudukatil","August","August -","4665225.738"
"2020","France","Ranjit Varkey Chudukatil","August","% Cont.","1"
"2020","France","Ranjit Varkey Chudukatil","August","% Cont. GT","0.12009517200319993"
"2020","France","Ranjit Varkey Chudukatil","August","Quota","2000000"
"2020","France","Ranjit Varkey Chudukatil","August","Sales - Quota","2665225.738"
"2020","France","Ranjit Varkey Chudukatil","August","Variance","1.3326128689999999"
"2020","France","Ranjit Varkey Chudukatil","September","Sales","882754.674"
"2020","France","Ranjit Varkey Chudukatil","September","September -","882754.674"
"2020","France","Ranjit Varkey Chudukatil","September","% Cont.","1"
"2020","France","Ranjit Varkey Chudukatil","September","% Cont. GT","0.02025998736019968"
"2020","France","Ranjit Varkey Chudukatil","September","Quota","2000000"
"2020","France","Ranjit Varkey Chudukatil","September","Sales - Quota","-1117245.326"
"2020","France","Ranjit Varkey Chudukatil","September","Variance","-0.558622663"
"2020","France","Ranjit Varkey Chudukatil","October","Sales","546027.827"
"2020","France","Ranjit Varkey Chudukatil","October","October -","546027.827"
"2020","France","Ranjit Varkey Chudukatil","October","% Cont.","1"
"2020","France","Ranjit Varkey Chudukatil","October","% Cont. GT","0.015227743611788075"
"2020","France","Ranjit Varkey Chudukatil","October","Quota","2666666.666"
"2020","France","Ranjit Varkey Chudukatil","October","Sales - Quota","-2120638.839"
"2020","France","Ranjit Varkey Chudukatil","October","Variance","-0.7952395648238099"
"2020","France","Ranjit Varkey Chudukatil","November","Sales","6054040.648"
"2020","France","Ranjit Varkey Chudukatil","November","November -","6054040.648"
"2020","France","Ranjit Varkey Chudukatil","November","% Cont.","1"
"2020","France","Ranjit Varkey Chudukatil","November","% Cont. GT","0.13211486614595266"
"2020","France","Ranjit Varkey Chudukatil","November","Quota","2666666.666"
"2020","France","Ranjit Varkey Chudukatil","November","Sales - Quota","3387373.982"
"2020","France","Ranjit Varkey Chudukatil","November","Variance","1.270265243567566"
"2020","France","Ranjit Varkey Chudukatil","December","Sales","1192362.994"
"2020","France","Ranjit Varkey Chudukatil","December","December -","1192362.994"
"2020","France","Ranjit Varkey Chudukatil","December","% Cont.","1"
"2020","France","Ranjit Varkey Chudukatil","December","% Cont. GT","0.027459970522856415"
"2020","France","Ranjit Varkey Chudukatil","December","Quota","2666666.666"
"2020","France","Ranjit Varkey Chudukatil","December","Sales - Quota","-1474303.6720000003"
"2020","France","Ranjit Varkey Chudukatil","December","Variance","-0.552863877138216"
"2020","Germany","Rachel Valdez","January","Sales","1763286.047"
"2020","Germany","Rachel Valdez","January","January -","1763286.047"
"2020","Germany","Rachel Valdez","January","% Cont.","1"
"2020","Germany","Rachel Valdez","January","% Cont. GT","0.04692327254559856"
"2020","Germany","Rachel Valdez","January","Quota","1666666.666"
"2020","Germany","Rachel Valdez","January","Sales - Quota","96619.38100000005"
"2020","Germany","Rachel Valdez","January","Variance","0.05797162862318869"
"2020","Germany","Rachel Valdez","February","Sales","1859151.558"
"2020","Germany","Rachel Valdez","February","February -","1859151.558"
"2020","Germany","Rachel Valdez","February","% Cont.","1"
"2020","Germany","Rachel Valdez","February","% Cont. GT","0.03771291755195734"
"2020","Germany","Rachel Valdez","February","Quota","1666666.666"
"2020","Germany","Rachel Valdez","February","Sales - Quota","192484.892"
"2020","Germany","Rachel Valdez","February","Variance","0.11549093524619637"
"2020","Germany","Rachel Valdez","March","Sales","1254395.381"
"2020","Germany","Rachel Valdez","March","March -","1254395.381"
"2020","Germany","Rachel Valdez","March","% Cont.","1"
"2020","Germany","Rachel Valdez","March","% Cont. GT","0.02845968800269373"
"2020","Germany","Rachel Valdez","March","Quota","1666666.666"
"2020","Germany","Rachel Valdez","March","Sales - Quota","-412271.2849999999"
"2020","Germany","Rachel Valdez","March","Variance","-0.24736277109894506"
"2020","Germany","Rachel Valdez","April","Sales","1918876.693"
"2020","Germany","Rachel Valdez","April","April -","1918876.693"
"2020","Germany","Rachel Valdez","April","% Cont.","1"
"2020","Germany","Rachel Valdez","April","% Cont. GT","0.049915996265485"
"2020","Germany","Rachel Valdez","April","Quota","2000000"
"2020","Germany","Rachel Valdez","April","Sales - Quota","-81123.30700000003"
"2020","Germany","Rachel Valdez","April","Variance","-0.04056165350000002"
"2020","Germany","Rachel Valdez","May","Sales","1836091.75"
"2020","Germany","Rachel Valdez","May","May -","1836091.75"
"2020","Germany","Rachel Valdez","May","% Cont.","1"
"2020","Germany","Rachel Valdez","May","% Cont. GT","0.044229179678314565"
"2020","Germany","Rachel Valdez","May","Quota","2000000"
"2020","Germany","Rachel Valdez","May","Sales - Quota","-163908.25"
"2020","Germany","Rachel Valdez","May","Variance","-0.081954125"
"2020","Germany","Rachel Valdez","June","Sales","979474.438"
"2020","Germany","Rachel Valdez","June","June -","979474.438"
"2020","Germany","Rachel Valdez","June","% Cont.","1"
"2020","Germany","Rachel Valdez","June","% Cont. GT","0.021249966027289534"
"2020","Germany","Rachel Valdez","June","Quota","2000000"
"2020","Germany","Rachel Valdez","June","Sales - Quota","-1020525.562"
"2020","Germany","Rachel Valdez","June","Variance","-0.510262781"
"2020","Germany","Rachel Valdez","July","Sales","1123148.302"
"2020","Germany","Rachel Valdez","July","July -","1123148.302"
"2020","Germany","Rachel Valdez","July","% Cont.","1"
"2020","Germany","Rachel Valdez","July","% Cont. GT","0.03536982259953073"
"2020","Germany","Rachel Valdez","July","Quota","1500000"
"2020","Germany","Rachel Valdez","July","Sales - Quota","-376851.6980000001"
"2020","Germany","Rachel Valdez","July","Variance","-0.2512344653333334"
"2020","Germany","Rachel Valdez","August","Sales","1437937.452"
"2020","Germany","Rachel Valdez","August","August -","1437937.452"
"2020","Germany","Rachel Valdez","August","% Cont.","1"
"2020","Germany","Rachel Valdez","August","% Cont. GT","0.03701628931289735"
"2020","Germany","Rachel Valdez","August","Quota","1500000"
"2020","Germany","Rachel Valdez","August","Sales - Quota","-62062.54799999995"
"2020","Germany","Rachel Valdez","August","Variance","-0.041375031999999964"
"2020","Germany","Rachel Valdez","September","Sales","817850.82"
"2020","Germany","Rachel Valdez","September","September -","817850.82"
"2020","Germany","Rachel Valdez","September","% Cont.","1"
"2020","Germany","Rachel Valdez","September","% Cont. GT","0.01877038747429951"
"2020","Germany","Rachel Valdez","September","Quota","1500000"
"2020","Germany","Rachel Valdez","September","Sales - Quota","-682149.18"
"2020","Germany","Rachel Valdez","September","Variance","-0.45476612000000005"
"2020","Germany","Rachel Valdez","October","Sales","1618324.73"
"2020","Germany","Rachel Valdez","October","October -","1618324.73"
"2020","Germany","Rachel Valdez","October","% Cont.","1"
"2020","Germany","Rachel Valdez","October","% Cont. GT","0.045132194460587735"
"2020","Germany","Rachel Valdez","October","Quota","2083333.333"
"2020","Germany","Rachel Valdez","October","Sales - Quota","-465008.6030000001"
"2020","Germany","Rachel Valdez","October","Variance","-0.2232041294757127"
"2020","Germany","Rachel Valdez","November","Sales","1933292.76"
"2020","Germany","Rachel Valdez","November","November -","1933292.76"
"2020","Germany","Rachel Valdez","November","% Cont.","1"
"2020","Germany","Rachel Valdez","November","% Cont. GT","0.04218946139595517"
"2020","Germany","Rachel Valdez","November","Quota","2083333.333"
"2020","Germany","Rachel Valdez","November","Sales - Quota","-150040.5730000001"
"2020","Germany","Rachel Valdez","November","Variance","-0.07201947505152316"
"2020","Germany","Rachel Valdez","December","Sales","1364572.38"
"2020","Germany","Rachel Valdez","December","December -","1364572.38"
"2020","Germany","Rachel Valdez","December","% Cont.","1"
"2020","Germany","Rachel Valdez","December","% Cont. GT","0.03142593112974792"
"2020","Germany","Rachel Valdez","December","Quota","2083333.333"
"2020","Germany","Rachel Valdez","December","Sales - Quota","-718760.9530000002"
"2020","Germany","Rachel Valdez","December","Variance","-0.34500525749520095"
"2020","United Kingdom","Jae Pak","January","Sales","4843863.167"
"2020","United Kingdom","Jae Pak","January","January -","4843863.167"
"2020","United Kingdom","Jae Pak","January","% Cont.","1"
"2020","United Kingdom","Jae Pak","January","% Cont. GT","0.12890132712467794"
"2020","United Kingdom","Jae Pak","January","Quota","3666666.666"
"2020","United Kingdom","Jae Pak","January","Sales - Quota","1177196.5010000002"
"2020","United Kingdom","Jae Pak","January","Variance","0.3210535912401916"
"2020","United Kingdom","Jae Pak","February","Sales","2807983.768"
"2020","United Kingdom","Jae Pak","February","February -","2807983.768"
"2020","United Kingdom","Jae Pak","February","% Cont.","1"
"2020","United Kingdom","Jae Pak","February","% Cont. GT","0.05695999332283512"
"2020","United Kingdom","Jae Pak","February","Quota","3666666.666"
"2020","United Kingdom","Jae Pak","February","Sales - Quota","-858682.898"
"2020","United Kingdom","Jae Pak","February","Variance","-0.23418624495167023"
"2020","United Kingdom","Jae Pak","March","Sales","4150469.295"
"2020","United Kingdom","Jae Pak","March","March -","4150469.295"
"2020","United Kingdom","Jae Pak","March","% Cont.","1"
"2020","United Kingdom","Jae Pak","March","% Cont. GT","0.0941657335395276"
"2020","United Kingdom","Jae Pak","March","Quota","3666666.666"
"2020","United Kingdom","Jae Pak","March","Sales - Quota","483802.6289999997"
"2020","United Kingdom","Jae Pak","March","Variance","0.1319461715694447"
"2020","United Kingdom","Jae Pak","April","Sales","3889507.724"
"2020","United Kingdom","Jae Pak","April","April -","3889507.724"
"2020","United Kingdom","Jae Pak","April","% Cont.","1"
"2020","United Kingdom","Jae Pak","April","% Cont. GT","0.10117828505292031"
"2020","United Kingdom","Jae Pak","April","Quota","3833333.333"
"2020","United Kingdom","Jae Pak","April","Sales - Quota","56174.39099999983"
"2020","United Kingdom","Jae Pak","April","Variance","0.014654188957795971"
"2020","United Kingdom","Jae Pak","May","Sales","2300462.238"
"2020","United Kingdom","Jae Pak","May","May -","2300462.238"
"2020","United Kingdom","Jae Pak","May","% Cont.","1"
"2020","United Kingdom","Jae Pak","May","% Cont. GT","0.05541529047645885"
"2020","United Kingdom","Jae Pak","May","Quota","3833333.333"
"2020","United Kingdom","Jae Pak","May","Sales - Quota","-1532871.0950000002"
"2020","United Kingdom","Jae Pak","May","Variance","-0.39987941612172867"
"2020","United Kingdom","Jae Pak","June","Sales","5095993.448"
"2020","United Kingdom","Jae Pak","June","June -","5095993.448"
"2020","United Kingdom","Jae Pak","June","% Cont.","1"
"2020","United Kingdom","Jae Pak","June","% Cont. GT","0.11055897269397659"
"2020","United Kingdom","Jae Pak","June","Quota","3833333.333"
"2020","United Kingdom","Jae Pak","June","Sales - Quota","1262660.1149999998"
"2020","United Kingdom","Jae Pak","June","Variance","0.3293895952460338"
"2020","United Kingdom","Jae Pak","July","Sales","2194439.305"
"2020","United Kingdom","Jae Pak","July","July -","2194439.305"
"2020","United Kingdom","Jae Pak","July","% Cont.","1"
"2020","United Kingdom","Jae Pak","July","% Cont. GT","0.06910657193273087"
"2020","United Kingdom","Jae Pak","July","Quota","2500000"
"2020","United Kingdom","Jae Pak","July","Sales - Quota","-305560.69499999983"
"2020","United Kingdom","Jae Pak","July","Variance","-0.12222427799999994"
"2020","United Kingdom","Jae Pak","August","Sales","2056027.5"
"2020","United Kingdom","Jae Pak","August","August -","2056027.5"
"2020","United Kingdom","Jae Pak","August","% Cont.","1"
"2020","United Kingdom","Jae Pak","August","% Cont. GT","0.05292755166048283"
"2020","United Kingdom","Jae Pak","August","Quota","2500000"
"2020","United Kingdom","Jae Pak","August","Sales - Quota","-443972.5"
"2020","United Kingdom","Jae Pak","August","Variance","-0.177589"
"2020","United Kingdom","Jae Pak","September","Sales","3535787.431"
"2020","United Kingdom","Jae Pak","September","September -","3535787.431"
"2020","United Kingdom","Jae Pak","September","% Cont.","1"
"2020","United Kingdom","Jae Pak","September","% Cont. GT","0.08114939605566213"
"2020","United Kingdom","Jae Pak","September","Quota","2500000"
"2020","United Kingdom","Jae Pak","September","Sales - Quota","1035787.4309999999"
"2020","United Kingdom","Jae Pak","September","Variance","0.4143149723999999"
"2020","United Kingdom","Jae Pak","October","Sales","3688813.812"
"2020","United Kingdom","Jae Pak","October","October -","3688813.812"
"2020","United Kingdom","Jae Pak","October","% Cont.","1"
"2020","United Kingdom","Jae Pak","October","% Cont. GT","0.10287444738738309"
"2020","United Kingdom","Jae Pak","October","Quota","3333333.333"
"2020","United Kingdom","Jae Pak","October","Sales - Quota","355480.4789999998"
"2020","United Kingdom","Jae Pak","October","Variance","0.10664414371066436"
"2020","United Kingdom","Jae Pak","November","Sales","2207524.072"
"2020","United Kingdom","Jae Pak","November","November -","2207524.072"
"2020","United Kingdom","Jae Pak","November","% Cont.","1"
"2020","United Kingdom","Jae Pak","November","% Cont. GT","0.04817389975447162"
"2020","United Kingdom","Jae Pak","November","Quota","3333333.333"
"2020","United Kingdom","Jae Pak","November","Sales - Quota","-1125809.261"
"2020","United Kingdom","Jae Pak","November","Variance","-0.33774277833377425"
"2020","United Kingdom","Jae Pak","December","Sales","4397840.526"
"2020","United Kingdom","Jae Pak","December","December -","4397840.526"
"2020","United Kingdom","Jae Pak","December","% Cont.","1"
"2020","United Kingdom","Jae Pak","December","% Cont. GT","0.10128171690657432"
"2020","United Kingdom","Jae Pak","December","Quota","3333333.333"
"2020","United Kingdom","Jae Pak","December","Sales - Quota","1064507.1929999995"
"2020","United Kingdom","Jae Pak","December","Variance","0.31935215793193505"
"2020","United States","David Campbell","January","Sales","1721066.824"
"2020","United States","David Campbell","January","January -","1721066.824"
"2020","United States","David Campbell","January","% Cont.","0.31073581062976163"
"2020","United States","David Campbell","January","% Cont. GT","0.04579976560759329"
"2020","United States","David Campbell","January","Quota","1750000"
"2020","United States","David Campbell","January","Sales - Quota","-28933.175999999978"
"2020","United States","David Campbell","January","Variance","-0.016533243428571417"
"2020","United States","David Campbell","February","Sales","1834197.066"
"2020","United States","David Campbell","February","February -","1834197.066"
"2020","United States","David Campbell","February","% Cont.","0.2853056762415248"
"2020","United States","David Campbell","February","% Cont. GT","0.037206715303250204"
"2020","United States","David Campbell","February","Quota","1750000"
"2020","United States","David Campbell","February","Sales - Quota","84197.06600000011"
"2020","United States","David Campbell","February","Variance","0.048112609142857206"
"2020","United States","David Campbell","March","Sales","1741351.986"
"2020","United States","David Campbell","March","March -","1741351.986"
"2020","United States","David Campbell","March","% Cont.","0.2356961875057462"
"2020","United States","David Campbell","March","% Cont. GT","0.03950774610228822"
"2020","United States","David Campbell","March","Quota","1750000"
"2020","United States","David Campbell","March","Sales - Quota","-8648.013999999966"
"2020","United States","David Campbell","March","Variance","-0.0049417222857142664"
"2020","United States","David Campbell","April","Sales","1177423.53"
"2020","United States","David Campbell","April","April -","1177423.53"
"2020","United States","David Campbell","April","% Cont.","0.2448259329224085"
"2020","United States","David Campbell","April","% Cont. GT","0.030628475889447976"
"2020","United States","David Campbell","April","Quota","1250000"
"2020","United States","David Campbell","April","Sales - Quota","-72576.46999999997"
"2020","United States","David Campbell","April","Variance","-0.05806117599999998"
"2020","United States","David Campbell","May","Sales","1063804.38"
"2020","United States","David Campbell","May","May -","1063804.38"
"2020","United States","David Campbell","May","% Cont.","0.20717957033501444"
"2020","United States","David Campbell","May","% Cont. GT","0.025625731974231698"
"2020","United States","David Campbell","May","Quota","1250000"
"2020","United States","David Campbell","May","Sales - Quota","-186195.6200000001"
"2020","United States","David Campbell","May","Variance","-0.14895649600000008"
"2020","United States","David Campbell","June","Sales","1446032.1"
"2020","United States","David Campbell","June","June -","1446032.1"
"2020","United States","David Campbell","June","% Cont.","0.22737023489751793"
"2020","United States","David Campbell","June","% Cont. GT","0.03137206220727339"
"2020","United States","David Campbell","June","Quota","1250000"
"2020","United States","David Campbell","June","Sales - Quota","196032.1000000001"
"2020","United States","David Campbell","June","Variance","0.15682568000000008"
"2020","United States","David Campbell","July","Sales","1005431.871"
"2020","United States","David Campbell","July","July -","1005431.871"
"2020","United States","David Campbell","July","% Cont.","0.2513186548524367"
"2020","United States","David Campbell","July","% Cont. GT","0.03166273487647073"
"2020","United States","David Campbell","July","Quota","1000000"
"2020","United States","David Campbell","July","Sales - Quota","5431.871000000043"
"2020","United States","David Campbell","July","Variance","0.005431871000000043"
"2020","United States","David Campbell","August","Sales","836158.441"
"2020","United States","David Campbell","August","August -","836158.441"
"2020","United States","David Campbell","August","% Cont.","0.17876834766640604"
"2020","United States","David Campbell","August","% Cont. GT","0.021524915927620757"
"2020","United States","David Campbell","August","Quota","1000000"
"2020","United States","David Campbell","August","Sales - Quota","-163841.559"
"2020","United States","David Campbell","August","Variance","-0.163841559"
"2020","United States","David Campbell","September","Sales","1096517.333"
"2020","United States","David Campbell","September","September -","1096517.333"
"2020","United States","David Campbell","September","% Cont.","0.18745493872047558"
"2020","United States","David Campbell","September","% Cont. GT","0.02516602625977132"
"2020","United States","David Campbell","September","Quota","1000000"
"2020","United States","David Campbell","September","Sales - Quota","96517.3330000001"
"2020","United States","David Campbell","September","Variance","0.0965173330000001"
"2020","United States","David Campbell","October","Sales","1283269.739"
"2020","United States","David Campbell","October","October -","1283269.739"
"2020","United States","David Campbell","October","% Cont.","0.25836812866467807"
"2020","United States","David Campbell","October","% Cont. GT","0.03578810749925058"
"2020","United States","David Campbell","October","Quota","1000000"
"2020","United States","David Campbell","October","Sales - Quota","283269.73900000006"
"2020","United States","David Campbell","October","Variance","0.2832697390000001"
"2020","United States","David Campbell","November","Sales","1105356.435"
"2020","United States","David Campbell","November","November -","1105356.435"
"2020","United States","David Campbell","November","% Cont.","0.17472489486377346"
"2020","United States","David Campbell","November","% Cont. GT","0.024121743797976634"
"2020","United States","David Campbell","November","Quota","1000000"
"2020","United States","David Campbell","November","Sales - Quota","105356.43500000006"
"2020","United States","David Campbell","November","Variance","0.10535643500000007"
"2020","United States","David Campbell","December","Sales","1419519.684"
"2020","United States","David Campbell","December","December -","1419519.684"
"2020","United States","David Campbell","December","% Cont.","0.21207729826677255"
"2020","United States","David Campbell","December","% Cont. GT","0.032691360663994626"
"2020","United States","David Campbell","December","Quota","1000000"
"2020","United States","David Campbell","December","Sales - Quota","419519.6839999999"
"2020","United States","David Campbell","December","Variance","0.4195196839999999"
"2020","United States","Pamela Ansman-Wolfe","January","Sales","1123360.764"
"2020","United States","Pamela Ansman-Wolfe","January","January -","1123360.764"
"2020","United States","Pamela Ansman-Wolfe","January","% Cont.","0.2028209554466482"
"2020","United States","Pamela Ansman-Wolfe","January","% Cont. GT","0.02989405115856612"
"2020","United States","Pamela Ansman-Wolfe","January","Quota","1833333.333"
"2020","United States","Pamela Ansman-Wolfe","January","Sales - Quota","-709972.5690000001"
"2020","United States","Pamela Ansman-Wolfe","January","Variance","-0.3872577649795015"
"2020","United States","Pamela Ansman-Wolfe","February","Sales","604259.467"
"2020","United States","Pamela Ansman-Wolfe","February","February -","604259.467"
