Orders.Sub-Category,Orders.Segment,Orders.Region,Orders.Ship Mode,Orders.Customer Name,Orders.Country,Orders.Category,Orders.State,Orders.City,CountNonNull(Orders.Postal Code),Sum(Orders.Discount)
Appliances,Consumer,West,Second Class,Trudy Schmidt,United States,Office Supplies,California,Rancho Cucamonga,1,0
Art,Consumer,West,Second Class,Trudy Schmidt,United States,Office Supplies,California,Rancho Cucamonga,,
Binders,Consumer,West,Second Class,Trudy Schmidt,United States,Office Supplies,California,Rancho Cucamonga,,
Fasteners,Consumer,West,Second Class,Trudy Schmidt,United States,Office Supplies,California,Rancho Cucamonga,,
Paper,Consumer,West,Second Class,Trudy Schmidt,United States,Office Supplies,California,Rancho Cucamonga,,
Appliances,Consumer,West,Second Class,Xylona Preis,United States,Office Supplies,California,Chico,,
Art,Consumer,West,Second Class,Xylona Preis,United States,Office Supplies,California,Chico,1,0
Binders,Consumer,West,Second Class,Xylona Preis,United States,Office Supplies,California,Chico,,
Fasteners,Consumer,West,Second Class,Xylona Preis,United States,Office Supplies,California,Chico,,
Paper,Consumer,West,Second Class,Xylona Preis,United States,Office Supplies,California,Chico,1,0
Appliances,Consumer,West,First Class,Toby Swindell,United States,Office Supplies,Arizona,Scottsdale,,
Art,Consumer,West,First Class,Toby Swindell,United States,Office Supplies,Arizona,Scottsdale,,
Binders,Consumer,West,First Class,Toby Swindell,United States,Office Supplies,Arizona,Scottsdale,1,0.7
Fasteners,Consumer,West,First Class,Toby Swindell,United States,Office Supplies,Arizona,Scottsdale,,
Paper,Consumer,West,First Class,Toby Swindell,United States,Office Supplies,Arizona,Scottsdale,1,0.2
Appliances,Consumer,West,First Class,Lisa Hazard,United States,Office Supplies,Colorado,Louisville,,
Art,Consumer,West,First Class,Lisa Hazard,United States,Office Supplies,Colorado,Louisville,,
Binders,Consumer,West,First Class,Lisa Hazard,United States,Office Supplies,Colorado,Louisville,1,0.7
Fasteners,Consumer,West,First Class,Lisa Hazard,United States,Office Supplies,Colorado,Louisville,,
Paper,Consumer,West,First Class,Lisa Hazard,United States,Office Supplies,Colorado,Louisville,,
Appliances,Consumer,West,First Class,Liz Preis,United States,Office Supplies,Arizona,Phoenix,,
Art,Consumer,West,First Class,Liz Preis,United States,Office Supplies,Arizona,Phoenix,,
Binders,Consumer,West,First Class,Liz Preis,United States,Office Supplies,Arizona,Phoenix,1,0.7
Fasteners,Consumer,West,First Class,Liz Preis,United States,Office Supplies,Arizona,Phoenix,,
Paper,Consumer,West,First Class,Liz Preis,United States,Office Supplies,Arizona,Phoenix,,
Appliances,Consumer,West,First Class,Meg Tillman,United States,Office Supplies,Arizona,Scottsdale,,
Art,Consumer,West,First Class,Meg Tillman,United States,Office Supplies,Arizona,Scottsdale,,
Binders,Consumer,West,First Class,Meg Tillman,United States,Office Supplies,Arizona,Scottsdale,1,0.7
Fasteners,Consumer,West,First Class,Meg Tillman,United States,Office Supplies,Arizona,Scottsdale,,
Paper,Consumer,West,First Class,Meg Tillman,United States,Office Supplies,Arizona,Scottsdale,,
Appliances,Consumer,West,First Class,Natalie Webber,United States,Office Supplies,Oregon,Portland,,
Art,Consumer,West,First Class,Natalie Webber,United States,Office Supplies,Oregon,Portland,,
Binders,Consumer,West,First Class,Natalie Webber,United States,Office Supplies,Oregon,Portland,1,0.7
Fasteners,Consumer,West,First Class,Natalie Webber,United States,Office Supplies,Oregon,Portland,,
Paper,Consumer,West,First Class,Natalie Webber,United States,Office Supplies,Oregon,Portland,,
Appliances,Consumer,West,First Class,Thais Sissman,United States,Office Supplies,Arizona,Phoenix,,
Art,Consumer,West,First Class,Thais Sissman,United States,Office Supplies,Arizona,Phoenix,,
Binders,Consumer,West,First Class,Thais Sissman,United States,Office Supplies,Arizona,Phoenix,1,0.7
Fasteners,Consumer,West,First Class,Thais Sissman,United States,Office Supplies,Arizona,Phoenix,,
Paper,Consumer,West,First Class,Thais Sissman,United States,Office Supplies,Arizona,Phoenix,,
Appliances,Consumer,West,First Class,Carol Triggs,United States,Office Supplies,Arizona,Tucson,,
Art,Consumer,West,First Class,Carol Triggs,United States,Office Supplies,Arizona,Tucson,,
Binders,Consumer,West,First Class,Carol Triggs,United States,Office Supplies,Arizona,Tucson,,
Fasteners,Consumer,West,First Class,Carol Triggs,United States,Office Supplies,Arizona,Tucson,,
Paper,Consumer,West,First Class,Carol Triggs,United States,Office Supplies,Arizona,Tucson,2,0.4
Appliances,Consumer,West,First Class,Henry MacAllister,United States,Office Supplies,California,Los Angeles,,
Art,Consumer,West,First Class,Henry MacAllister,United States,Office Supplies,California,Los Angeles,,
Binders,Consumer,West,First Class,Henry MacAllister,United States,Office Supplies,California,Los Angeles,2,0.4
Fasteners,Consumer,West,First Class,Henry MacAllister,United States,Office Supplies,California,Los Angeles,,
Paper,Consumer,West,First Class,Henry MacAllister,United States,Office Supplies,California,Los Angeles,,
Appliances,Consumer,West,First Class,Joseph Holt,United States,Office Supplies,California,Redondo Beach,,
Art,Consumer,West,First Class,Joseph Holt,United States,Office Supplies,California,Redondo Beach,,
Binders,Consumer,West,First Class,Joseph Holt,United States,Office Supplies,California,Redondo Beach,1,0.2
Fasteners,Consumer,West,First Class,Joseph Holt,United States,Office Supplies,California,Redondo Beach,1,0
Paper,Consumer,West,First Class,Joseph Holt,United States,Office Supplies,California,Redondo Beach,1,0
Appliances,Consumer,West,First Class,Joseph Holt,United States,Office Supplies,California,San Francisco,,
Art,Consumer,West,First Class,Joseph Holt,United States,Office Supplies,California,San Francisco,,
Binders,Consumer,West,First Class,Joseph Holt,United States,Office Supplies,California,San Francisco,1,0.2
Fasteners,Consumer,West,First Class,Joseph Holt,United States,Office Supplies,California,San Francisco,,
Paper,Consumer,West,First Class,Joseph Holt,United States,Office Supplies,California,San Francisco,,
Appliances,Consumer,West,First Class,Lena Cacioppo,United States,Office Supplies,California,San Francisco,,
Art,Consumer,West,First Class,Lena Cacioppo,United States,Office Supplies,California,San Francisco,1,0
Binders,Consumer,West,First Class,Lena Cacioppo,United States,Office Supplies,California,San Francisco,2,0.4
Fasteners,Consumer,West,First Class,Lena Cacioppo,United States,Office Supplies,California,San Francisco,,
Paper,Consumer,West,First Class,Lena Cacioppo,United States,Office Supplies,California,San Francisco,,
Appliances,Consumer,West,First Class,Neola Schneider,United States,Office Supplies,California,San Jose,1,0
Art,Consumer,West,First Class,Neola Schneider,United States,Office Supplies,California,San Jose,,
Binders,Consumer,West,First Class,Neola Schneider,United States,Office Supplies,California,San Jose,2,0.4
Fasteners,Consumer,West,First Class,Neola Schneider,United States,Office Supplies,California,San Jose,,
Paper,Consumer,West,First Class,Neola Schneider,United States,Office Supplies,California,San Jose,,
Appliances,Consumer,West,First Class,Roy Collins,United States,Office Supplies,California,Pasadena,1,0
Art,Consumer,West,First Class,Roy Collins,United States,Office Supplies,California,Pasadena,,
Binders,Consumer,West,First Class,Roy Collins,United States,Office Supplies,California,Pasadena,1,0.2
Fasteners,Consumer,West,First Class,Roy Collins,United States,Office Supplies,California,Pasadena,,
Paper,Consumer,West,First Class,Roy Collins,United States,Office Supplies,California,Pasadena,1,0
Appliances,Consumer,West,First Class,Roy Collins,United States,Office Supplies,Colorado,Colorado Springs,,
Art,Consumer,West,First Class,Roy Collins,United States,Office Supplies,Colorado,Colorado Springs,1,0.2
Binders,Consumer,West,First Class,Roy Collins,United States,Office Supplies,Colorado,Colorado Springs,,
Fasteners,Consumer,West,First Class,Roy Collins,United States,Office Supplies,Colorado,Colorado Springs,,
Paper,Consumer,West,First Class,Roy Collins,United States,Office Supplies,Colorado,Colorado Springs,,
Appliances,Consumer,West,First Class,Amy Cox,United States,Office Supplies,Washington,Seattle,,
Art,Consumer,West,First Class,Amy Cox,United States,Office Supplies,Washington,Seattle,,
Binders,Consumer,West,First Class,Amy Cox,United States,Office Supplies,Washington,Seattle,1,0.2
Fasteners,Consumer,West,First Class,Amy Cox,United States,Office Supplies,Washington,Seattle,,
Paper,Consumer,West,First Class,Amy Cox,United States,Office Supplies,Washington,Seattle,,
Appliances,Consumer,West,First Class,Bruce Stewart,United States,Office Supplies,Colorado,Denver,1,0.2
Art,Consumer,West,First Class,Bruce Stewart,United States,Office Supplies,Colorado,Denver,,
Binders,Consumer,West,First Class,Bruce Stewart,United States,Office Supplies,Colorado,Denver,,
Fasteners,Consumer,West,First Class,Bruce Stewart,United States,Office Supplies,Colorado,Denver,,
Paper,Consumer,West,First Class,Bruce Stewart,United States,Office Supplies,Colorado,Denver,,
Appliances,Consumer,West,First Class,Charles Crestani,United States,Office Supplies,California,San Diego,,
Art,Consumer,West,First Class,Charles Crestani,United States,Office Supplies,California,San Diego,,
Binders,Consumer,West,First Class,Charles Crestani,United States,Office Supplies,California,San Diego,1,0.2
Fasteners,Consumer,West,First Class,Charles Crestani,United States,Office Supplies,California,San Diego,,
Paper,Consumer,West,First Class,Charles Crestani,United States,Office Supplies,California,San Diego,2,0
Appliances,Consumer,West,First Class,Chloris Kastensmidt,United States,Office Supplies,California,Santa Clara,1,0
Art,Consumer,West,First Class,Chloris Kastensmidt,United States,Office Supplies,California,Santa Clara,,
Binders,Consumer,West,First Class,Chloris Kastensmidt,United States,Office Supplies,California,Santa Clara,1,0.2
Fasteners,Consumer,West,First Class,Chloris Kastensmidt,United States,Office Supplies,California,Santa Clara,,
Paper,Consumer,West,First Class,Chloris Kastensmidt,United States,Office Supplies,California,Santa Clara,,
Appliances,Consumer,West,First Class,Christina DeMoss,United States,Office Supplies,Washington,Seattle,,
Art,Consumer,West,First Class,Christina DeMoss,United States,Office Supplies,Washington,Seattle,,
Binders,Consumer,West,First Class,Christina DeMoss,United States,Office Supplies,Washington,Seattle,1,0.2
Fasteners,Consumer,West,First Class,Christina DeMoss,United States,Office Supplies,Washington,Seattle,1,0
Paper,Consumer,West,First Class,Christina DeMoss,United States,Office Supplies,Washington,Seattle,,
Appliances,Consumer,West,First Class,Christina VanderZanden,United States,Office Supplies,California,Fresno,1,0
Art,Consumer,West,First Class,Christina VanderZanden,United States,Office Supplies,California,Fresno,1,0
Binders,Consumer,West,First Class,Christina VanderZanden,United States,Office Supplies,California,Fresno,1,0.2
Fasteners,Consumer,West,First Class,Christina VanderZanden,United States,Office Supplies,California,Fresno,,
Paper,Consumer,West,First Class,Christina VanderZanden,United States,Office Supplies,California,Fresno,,
Appliances,Consumer,West,First Class,Darrin Martin,United States,Office Supplies,California,Encinitas,,
Art,Consumer,West,First Class,Darrin Martin,United States,Office Supplies,California,Encinitas,,
Binders,Consumer,West,First Class,Darrin Martin,United States,Office Supplies,California,Encinitas,1,0.2
Fasteners,Consumer,West,First Class,Darrin Martin,United States,Office Supplies,California,Encinitas,,
Paper,Consumer,West,First Class,Darrin Martin,United States,Office Supplies,California,Encinitas,,
Appliances,Consumer,West,First Class,Dennis Kane,United States,Office Supplies,California,San Diego,,
Art,Consumer,West,First Class,Dennis Kane,United States,Office Supplies,California,San Diego,,
Binders,Consumer,West,First Class,Dennis Kane,United States,Office Supplies,California,San Diego,1,0.2
Fasteners,Consumer,West,First Class,Dennis Kane,United States,Office Supplies,California,San Diego,1,0
Paper,Consumer,West,First Class,Dennis Kane,United States,Office Supplies,California,San Diego,,
Appliances,Consumer,West,First Class,Denny Ordway,United States,Office Supplies,Oregon,Portland,,
Art,Consumer,West,First Class,Denny Ordway,United States,Office Supplies,Oregon,Portland,1,0.2
Binders,Consumer,West,First Class,Denny Ordway,United States,Office Supplies,Oregon,Portland,,
Fasteners,Consumer,West,First Class,Denny Ordway,United States,Office Supplies,Oregon,Portland,,
Paper,Consumer,West,First Class,Denny Ordway,United States,Office Supplies,Oregon,Portland,,
Appliances,Consumer,West,First Class,Duane Noonan,United States,Office Supplies,Washington,Seattle,,
Art,Consumer,West,First Class,Duane Noonan,United States,Office Supplies,Washington,Seattle,,
Binders,Consumer,West,First Class,Duane Noonan,United States,Office Supplies,Washington,Seattle,1,0.2
Fasteners,Consumer,West,First Class,Duane Noonan,United States,Office Supplies,Washington,Seattle,,
Paper,Consumer,West,First Class,Duane Noonan,United States,Office Supplies,Washington,Seattle,,
Appliances,Consumer,West,First Class,Guy Armstrong,United States,Office Supplies,Oregon,Salem,,
Art,Consumer,West,First Class,Guy Armstrong,United States,Office Supplies,Oregon,Salem,1,0.2
Binders,Consumer,West,First Class,Guy Armstrong,United States,Office Supplies,Oregon,Salem,,
Fasteners,Consumer,West,First Class,Guy Armstrong,United States,Office Supplies,Oregon,Salem,,
Paper,Consumer,West,First Class,Guy Armstrong,United States,Office Supplies,Oregon,Salem,,
Appliances,Consumer,West,First Class,Guy Armstrong,United States,Office Supplies,California,Lancaster,,
Art,Consumer,West,First Class,Guy Armstrong,United States,Office Supplies,California,Lancaster,,
Binders,Consumer,West,First Class,Guy Armstrong,United States,Office Supplies,California,Lancaster,,
Fasteners,Consumer,West,First Class,Guy Armstrong,United States,Office Supplies,California,Lancaster,1,0
Paper,Consumer,West,First Class,Guy Armstrong,United States,Office Supplies,California,Lancaster,,
Appliances,Consumer,West,First Class,Helen Andreada,United States,Office Supplies,California,San Francisco,,
Art,Consumer,West,First Class,Helen Andreada,United States,Office Supplies,California,San Francisco,,
Binders,Consumer,West,First Class,Helen Andreada,United States,Office Supplies,California,San Francisco,1,0.2
Fasteners,Consumer,West,First Class,Helen Andreada,United States,Office Supplies,California,San Francisco,,
Paper,Consumer,West,First Class,Helen Andreada,United States,Office Supplies,California,San Francisco,,
Appliances,Consumer,West,First Class,Ionia McGrath,United States,Office Supplies,California,Roseville,,
Art,Consumer,West,First Class,Ionia McGrath,United States,Office Supplies,California,Roseville,,
Binders,Consumer,West,First Class,Ionia McGrath,United States,Office Supplies,California,Roseville,1,0.2
Fasteners,Consumer,West,First Class,Ionia McGrath,United States,Office Supplies,California,Roseville,,
Paper,Consumer,West,First Class,Ionia McGrath,United States,Office Supplies,California,Roseville,,
Appliances,Consumer,West,First Class,Ivan Liston,United States,Office Supplies,California,San Francisco,,
Art,Consumer,West,First Class,Ivan Liston,United States,Office Supplies,California,San Francisco,,
Binders,Consumer,West,First Class,Ivan Liston,United States,Office Supplies,California,San Francisco,1,0.2
Fasteners,Consumer,West,First Class,Ivan Liston,United States,Office Supplies,California,San Francisco,,
Paper,Consumer,West,First Class,Ivan Liston,United States,Office Supplies,California,San Francisco,,
Appliances,Consumer,West,First Class,Jack Lebron,United States,Office Supplies,California,Riverside,,
Art,Consumer,West,First Class,Jack Lebron,United States,Office Supplies,California,Riverside,,
Binders,Consumer,West,First Class,Jack Lebron,United States,Office Supplies,California,Riverside,1,0.2
Fasteners,Consumer,West,First Class,Jack Lebron,United States,Office Supplies,California,Riverside,,
Paper,Consumer,West,First Class,Jack Lebron,United States,Office Supplies,California,Riverside,,
Appliances,Consumer,West,First Class,Jason Fortune-,United States,Office Supplies,California,Los Angeles,,
Art,Consumer,West,First Class,Jason Fortune-,United States,Office Supplies,California,Los Angeles,,
Binders,Consumer,West,First Class,Jason Fortune-,United States,Office Supplies,California,Los Angeles,1,0.2
Fasteners,Consumer,West,First Class,Jason Fortune-,United States,Office Supplies,California,Los Angeles,,
Paper,Consumer,West,First Class,Jason Fortune-,United States,Office Supplies,California,Los Angeles,1,0
Appliances,Consumer,West,First Class,Jennifer Jackson,United States,Office Supplies,California,Los Angeles,,
Art,Consumer,West,First Class,Jennifer Jackson,United States,Office Supplies,California,Los Angeles,,
Binders,Consumer,West,First Class,Jennifer Jackson,United States,Office Supplies,California,Los Angeles,1,0.2
Fasteners,Consumer,West,First Class,Jennifer Jackson,United States,Office Supplies,California,Los Angeles,,
Paper,Consumer,West,First Class,Jennifer Jackson,United States,Office Supplies,California,Los Angeles,,
Appliances,Consumer,West,First Class,Katherine Ducich,United States,Office Supplies,California,San Francisco,,
Art,Consumer,West,First Class,Katherine Ducich,United States,Office Supplies,California,San Francisco,,
Binders,Consumer,West,First Class,Katherine Ducich,United States,Office Supplies,California,San Francisco,1,0.2
Fasteners,Consumer,West,First Class,Katherine Ducich,United States,Office Supplies,California,San Francisco,,
Paper,Consumer,West,First Class,Katherine Ducich,United States,Office Supplies,California,San Francisco,,
Appliances,Consumer,West,First Class,Natalie DeCherney,United States,Office Supplies,California,San Francisco,,
Art,Consumer,West,First Class,Natalie DeCherney,United States,Office Supplies,California,San Francisco,,
Binders,Consumer,West,First Class,Natalie DeCherney,United States,Office Supplies,California,San Francisco,1,0.2
Fasteners,Consumer,West,First Class,Natalie DeCherney,United States,Office Supplies,California,San Francisco,,
Paper,Consumer,West,First Class,Natalie DeCherney,United States,Office Supplies,California,San Francisco,,
Appliances,Consumer,West,First Class,Patrick Gardner,United States,Office Supplies,California,Bakersfield,1,0
Art,Consumer,West,First Class,Patrick Gardner,United States,Office Supplies,California,Bakersfield,,
Binders,Consumer,West,First Class,Patrick Gardner,United States,Office Supplies,California,Bakersfield,1,0.2
Fasteners,Consumer,West,First Class,Patrick Gardner,United States,Office Supplies,California,Bakersfield,1,0
Paper,Consumer,West,First Class,Patrick Gardner,United States,Office Supplies,California,Bakersfield,,
Appliances,Consumer,West,First Class,Patrick Gardner,United States,Office Supplies,California,San Francisco,,
Art,Consumer,West,First Class,Patrick Gardner,United States,Office Supplies,California,San Francisco,1,0
Binders,Consumer,West,First Class,Patrick Gardner,United States,Office Supplies,California,San Francisco,,
Fasteners,Consumer,West,First Class,Patrick Gardner,United States,Office Supplies,California,San Francisco,,
Paper,Consumer,West,First Class,Patrick Gardner,United States,Office Supplies,California,San Francisco,,
Appliances,Consumer,West,First Class,Patrick Ryan,United States,Office Supplies,California,Oakland,1,0
Art,Consumer,West,First Class,Patrick Ryan,United States,Office Supplies,California,Oakland,1,0
Binders,Consumer,West,First Class,Patrick Ryan,United States,Office Supplies,California,Oakland,1,0.2
Fasteners,Consumer,West,First Class,Patrick Ryan,United States,Office Supplies,California,Oakland,,
Paper,Consumer,West,First Class,Patrick Ryan,United States,Office Supplies,California,Oakland,,
Appliances,Consumer,West,First Class,Rick Hansen,United States,Office Supplies,Colorado,Denver,,
Art,Consumer,West,First Class,Rick Hansen,United States,Office Supplies,Colorado,Denver,,
Binders,Consumer,West,First Class,Rick Hansen,United States,Office Supplies,Colorado,Denver,,
Fasteners,Consumer,West,First Class,Rick Hansen,United States,Office Supplies,Colorado,Denver,,
Paper,Consumer,West,First Class,Rick Hansen,United States,Office Supplies,Colorado,Denver,1,0.2
Appliances,Consumer,West,First Class,Rob Dowd,United States,Office Supplies,California,Temecula,,
Art,Consumer,West,First Class,Rob Dowd,United States,Office Supplies,California,Temecula,,
Binders,Consumer,West,First Class,Rob Dowd,United States,Office Supplies,California,Temecula,1,0.2
Fasteners,Consumer,West,First Class,Rob Dowd,United States,Office Supplies,California,Temecula,,
Paper,Consumer,West,First Class,Rob Dowd,United States,Office Supplies,California,Temecula,,
Appliances,Consumer,West,First Class,Roger Demir,United States,Office Supplies,California,San Francisco,,
Art,Consumer,West,First Class,Roger Demir,United States,Office Supplies,California,San Francisco,,
Binders,Consumer,West,First Class,Roger Demir,United States,Office Supplies,California,San Francisco,1,0.2
Fasteners,Consumer,West,First Class,Roger Demir,United States,Office Supplies,California,San Francisco,,
Paper,Consumer,West,First Class,Roger Demir,United States,Office Supplies,California,San Francisco,1,0
Appliances,Consumer,West,First Class,Steven Cartwright,United States,Office Supplies,California,San Francisco,,
Art,Consumer,West,First Class,Steven Cartwright,United States,Office Supplies,California,San Francisco,,
Binders,Consumer,West,First Class,Steven Cartwright,United States,Office Supplies,California,San Francisco,1,0.2
Fasteners,Consumer,West,First Class,Steven Cartwright,United States,Office Supplies,California,San Francisco,,
Paper,Consumer,West,First Class,Steven Cartwright,United States,Office Supplies,California,San Francisco,,
Appliances,Consumer,West,First Class,Tracy Blumstein,United States,Office Supplies,California,Los Angeles,,
Art,Consumer,West,First Class,Tracy Blumstein,United States,Office Supplies,California,Los Angeles,,
Binders,Consumer,West,First Class,Tracy Blumstein,United States,Office Supplies,California,Los Angeles,1,0.2
Fasteners,Consumer,West,First Class,Tracy Blumstein,United States,Office Supplies,California,Los Angeles,,
Paper,Consumer,West,First Class,Tracy Blumstein,United States,Office Supplies,California,Los Angeles,1,0
Appliances,Consumer,West,First Class,William Brown,United States,Office Supplies,California,Los Angeles,,
Art,Consumer,West,First Class,William Brown,United States,Office Supplies,California,Los Angeles,1,0
Binders,Consumer,West,First Class,William Brown,United States,Office Supplies,California,Los Angeles,1,0.2
Fasteners,Consumer,West,First Class,William Brown,United States,Office Supplies,California,Los Angeles,,
Paper,Consumer,West,First Class,William Brown,United States,Office Supplies,California,Los Angeles,,
Appliances,Consumer,West,First Class,Aaron Bergman,United States,Office Supplies,Washington,Seattle,,
Art,Consumer,West,First Class,Aaron Bergman,United States,Office Supplies,Washington,Seattle,1,0
Binders,Consumer,West,First Class,Aaron Bergman,United States,Office Supplies,Washington,Seattle,,
Fasteners,Consumer,West,First Class,Aaron Bergman,United States,Office Supplies,Washington,Seattle,,
Paper,Consumer,West,First Class,Aaron Bergman,United States,Office Supplies,Washington,Seattle,,
Appliances,Consumer,West,First Class,Adam Shillingsburg,United States,Office Supplies,California,San Diego,1,0
Art,Consumer,West,First Class,Adam Shillingsburg,United States,Office Supplies,California,San Diego,,
Binders,Consumer,West,First Class,Adam Shillingsburg,United States,Office Supplies,California,San Diego,,
Fasteners,Consumer,West,First Class,Adam Shillingsburg,United States,Office Supplies,California,San Diego,,
Paper,Consumer,West,First Class,Adam Shillingsburg,United States,Office Supplies,California,San Diego,,
Appliances,Consumer,West,First Class,Arthur Prichep,United States,Office Supplies,California,Los Angeles,,
Art,Consumer,West,First Class,Arthur Prichep,United States,Office Supplies,California,Los Angeles,3,0
Binders,Consumer,West,First Class,Arthur Prichep,United States,Office Supplies,California,Los Angeles,,
Fasteners,Consumer,West,First Class,Arthur Prichep,United States,Office Supplies,California,Los Angeles,,
Paper,Consumer,West,First Class,Arthur Prichep,United States,Office Supplies,California,Los Angeles,,
Appliances,Consumer,West,First Class,Ashley Jarboe,United States,Office Supplies,California,San Francisco,1,0
Art,Consumer,West,First Class,Ashley Jarboe,United States,Office Supplies,California,San Francisco,,
Binders,Consumer,West,First Class,Ashley Jarboe,United States,Office Supplies,California,San Francisco,,
Fasteners,Consumer,West,First Class,Ashley Jarboe,United States,Office Supplies,California,San Francisco,,
Paper,Consumer,West,First Class,Ashley Jarboe,United States,Office Supplies,California,San Francisco,,
Appliances,Consumer,West,First Class,Ben Wallace,United States,Office Supplies,California,Los Angeles,,
Art,Consumer,West,First Class,Ben Wallace,United States,Office Supplies,California,Los Angeles,1,0
Binders,Consumer,West,First Class,Ben Wallace,United States,Office Supplies,California,Los Angeles,,
Fasteners,Consumer,West,First Class,Ben Wallace,United States,Office Supplies,California,Los Angeles,,
Paper,Consumer,West,First Class,Ben Wallace,United States,Office Supplies,California,Los Angeles,,
Appliances,Consumer,West,First Class,Chris Cortes,United States,Office Supplies,Washington,Seattle,,
Art,Consumer,West,First Class,Chris Cortes,United States,Office Supplies,Washington,Seattle,,
Binders,Consumer,West,First Class,Chris Cortes,United States,Office Supplies,Washington,Seattle,,
Fasteners,Consumer,West,First Class,Chris Cortes,United States,Office Supplies,Washington,Seattle,,
Paper,Consumer,West,First Class,Chris Cortes,United States,Office Supplies,Washington,Seattle,1,0
Appliances,Consumer,West,First Class,Emily Phan,United States,Office Supplies,California,Los Angeles,,
Art,Consumer,West,First Class,Emily Phan,United States,Office Supplies,California,Los Angeles,1,0
Binders,Consumer,West,First Class,Emily Phan,United States,Office Supplies,California,Los Angeles,,
Fasteners,Consumer,West,First Class,Emily Phan,United States,Office Supplies,California,Los Angeles,,
Paper,Consumer,West,First Class,Emily Phan,United States,Office Supplies,California,Los Angeles,2,0
Appliances,Consumer,West,First Class,Frank Preis,United States,Office Supplies,California,Los Angeles,,
Art,Consumer,West,First Class,Frank Preis,United States,Office Supplies,California,Los Angeles,1,0
Binders,Consumer,West,First Class,Frank Preis,United States,Office Supplies,California,Los Angeles,,
Fasteners,Consumer,West,First Class,Frank Preis,United States,Office Supplies,California,Los Angeles,,
Paper,Consumer,West,First Class,Frank Preis,United States,Office Supplies,California,Los Angeles,,
Appliances,Consumer,West,First Class,Guy Thornton,United States,Office Supplies,California,Los Angeles,,
Art,Consumer,West,First Class,Guy Thornton,United States,Office Supplies,California,Los Angeles,,
Binders,Consumer,West,First Class,Guy Thornton,United States,Office Supplies,California,Los Angeles,,
Fasteners,Consumer,West,First Class,Guy Thornton,United States,Office Supplies,California,Los Angeles,1,0
Paper,Consumer,West,First Class,Guy Thornton,United States,Office Supplies,California,Los Angeles,1,0
Appliances,Consumer,West,First Class,Jeremy Farry,United States,Office Supplies,Washington,Seattle,,
Art,Consumer,West,First Class,Jeremy Farry,United States,Office Supplies,Washington,Seattle,,
Binders,Consumer,West,First Class,Jeremy Farry,United States,Office Supplies,Washington,Seattle,,
Fasteners,Consumer,West,First Class,Jeremy Farry,United States,Office Supplies,Washington,Seattle,1,0
Paper,Consumer,West,First Class,Jeremy Farry,United States,Office Supplies,Washington,Seattle,,
Appliances,Consumer,West,First Class,Joni Blumstein,United States,Office Supplies,California,Los Angeles,1,0
Art,Consumer,West,First Class,Joni Blumstein,United States,Office Supplies,California,Los Angeles,,
Binders,Consumer,West,First Class,Joni Blumstein,United States,Office Supplies,California,Los Angeles,,
Fasteners,Consumer,West,First Class,Joni Blumstein,United States,Office Supplies,California,Los Angeles,,
Paper,Consumer,West,First Class,Joni Blumstein,United States,Office Supplies,California,Los Angeles,,
Appliances,Consumer,West,First Class,Justin MacKendrick,United States,Office Supplies,California,Lake Forest,1,0
Art,Consumer,West,First Class,Justin MacKendrick,United States,Office Supplies,California,Lake Forest,,
Binders,Consumer,West,First Class,Justin MacKendrick,United States,Office Supplies,California,Lake Forest,,
Fasteners,Consumer,West,First Class,Justin MacKendrick,United States,Office Supplies,California,Lake Forest,,
Paper,Consumer,West,First Class,Justin MacKendrick,United States,Office Supplies,California,Lake Forest,,
Appliances,Consumer,West,First Class,Luke Foster,United States,Office Supplies,California,Inglewood,,
Art,Consumer,West,First Class,Luke Foster,United States,Office Supplies,California,Inglewood,,
Binders,Consumer,West,First Class,Luke Foster,United States,Office Supplies,California,Inglewood,,
Fasteners,Consumer,West,First Class,Luke Foster,United States,Office Supplies,California,Inglewood,,
Paper,Consumer,West,First Class,Luke Foster,United States,Office Supplies,California,Inglewood,1,0
Appliances,Consumer,West,First Class,Mike Vittorini,United States,Office Supplies,California,Los Angeles,,
Art,Consumer,West,First Class,Mike Vittorini,United States,Office Supplies,California,Los Angeles,,
Binders,Consumer,West,First Class,Mike Vittorini,United States,Office Supplies,California,Los Angeles,,
Fasteners,Consumer,West,First Class,Mike Vittorini,United States,Office Supplies,California,Los Angeles,,
Paper,Consumer,West,First Class,Mike Vittorini,United States,Office Supplies,California,Los Angeles,1,0
Appliances,Consumer,West,First Class,Neoma Murray,United States,Office Supplies,California,Moreno Valley,,
Art,Consumer,West,First Class,Neoma Murray,United States,Office Supplies,California,Moreno Valley,,
Binders,Consumer,West,First Class,Neoma Murray,United States,Office Supplies,California,Moreno Valley,,
Fasteners,Consumer,West,First Class,Neoma Murray,United States,Office Supplies,California,Moreno Valley,,
Paper,Consumer,West,First Class,Neoma Murray,United States,Office Supplies,California,Moreno Valley,1,0
Appliances,Consumer,West,First Class,Phillip Flathmann,United States,Office Supplies,California,Los Angeles,1,0
Art,Consumer,West,First Class,Phillip Flathmann,United States,Office Supplies,California,Los Angeles,,
Binders,Consumer,West,First Class,Phillip Flathmann,United States,Office Supplies,California,Los Angeles,,
Fasteners,Consumer,West,First Class,Phillip Flathmann,United States,Office Supplies,California,Los Angeles,,
