Date.Quarter,Product.Category-Subcategory.Category,Product.Category-Subcategory.Subcategory,Product.Brand,Customer.Geography.Continent,Customer.Geography.Country,Customer.Geography.State,Customer.Geography.City,Customer.Name,Store.Square Meters,Store.State,Store.Status,Sales.Total Cost,Sales.Margin,Sales.Sales Amount
Q1,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freie Hansestadt Bremen,Bremen Ostertor,Dominik Schiffer,,Online,,,,
Q2,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freie Hansestadt Bremen,Bremen Ostertor,Dominik Schiffer,,Online,,,,
Q3,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freie Hansestadt Bremen,Bremen Ostertor,Dominik Schiffer,,Online,,643.8,602.2,1246
Q4,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freie Hansestadt Bremen,Bremen Ostertor,Dominik Schiffer,,Online,,,,
Q1,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Ansbach,Maximilian Gottlieb,"2,800",Mecklenburg-Vorpommern,,286.95000000000005,337.04999999999995,624
Q2,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Ansbach,Maximilian Gottlieb,"2,800",Mecklenburg-Vorpommern,,,,
Q3,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Ansbach,Maximilian Gottlieb,"2,800",Mecklenburg-Vorpommern,,,,
Q4,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Ansbach,Maximilian Gottlieb,"2,800",Mecklenburg-Vorpommern,,,,
Q1,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Baisweil,Kevin Luft,"2,800",Mecklenburg-Vorpommern,,,,
Q2,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Baisweil,Kevin Luft,"2,800",Mecklenburg-Vorpommern,,1361.1999999999998,1184.4,2545.6
Q3,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Baisweil,Kevin Luft,"2,800",Mecklenburg-Vorpommern,,,,
Q4,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Baisweil,Kevin Luft,"2,800",Mecklenburg-Vorpommern,,,,
Q1,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Bechhofen,Silke Müller,350,Saarland,,,,
Q2,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Bechhofen,Silke Müller,350,Saarland,,577.5,678.3000000000002,1255.8000000000002
Q3,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Bechhofen,Silke Müller,350,Saarland,,,,
Q4,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Bechhofen,Silke Müller,350,Saarland,,,,
Q1,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Bernau,Manuela Gerber,,Online,,,,
Q2,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Bernau,Manuela Gerber,,Online,,,,
Q3,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Bernau,Manuela Gerber,,Online,,142.56,127.13999999999999,269.7
Q4,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Bernau,Manuela Gerber,,Online,,,,
Q1,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Bodenwöhr,Thorsten Neustadt,,Online,,191.3,224.7,416
Q2,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Bodenwöhr,Thorsten Neustadt,,Online,,,,
Q3,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Bodenwöhr,Thorsten Neustadt,,Online,,,,
Q4,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Bodenwöhr,Thorsten Neustadt,,Online,,,,
Q1,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Burgoberbach,Stephan Schmidt,,Online,,,,
Q2,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Burgoberbach,Stephan Schmidt,,Online,,,,
Q3,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Burgoberbach,Stephan Schmidt,,Online,,351.81,306.0900000000001,657.9000000000001
Q4,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Burgoberbach,Stephan Schmidt,,Online,,,,
Q1,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Coburg,Tobias Ritter,,Online,,,,
Q2,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Coburg,Tobias Ritter,,Online,,343.784,403.81600000000003,747.6
Q3,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Coburg,Tobias Ritter,,Online,,,,
Q4,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Coburg,Tobias Ritter,,Online,,,,
Q1,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Dingolfing,Ulrike Finkel,,Online,,,,
Q2,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Dingolfing,Ulrike Finkel,,Online,,1916.58,2051.13,3967.71
Q3,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Dingolfing,Ulrike Finkel,,Online,,,,
Q4,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Dingolfing,Ulrike Finkel,,Online,,,,
Q1,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Fischen,Barbara Ackerman,"2,000",Sachsen-Anhalt,,,,
Q2,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Fischen,Barbara Ackerman,"2,000",Sachsen-Anhalt,,,,
Q3,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Fischen,Barbara Ackerman,"2,000",Sachsen-Anhalt,,218.9,199.98,418.88
Q4,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Fischen,Barbara Ackerman,"2,000",Sachsen-Anhalt,,,,
Q1,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Holzheim,Nadine Duerr,"2,000",Sachsen-Anhalt,,,,
Q2,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Holzheim,Nadine Duerr,"2,000",Sachsen-Anhalt,,,,
Q3,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Holzheim,Nadine Duerr,"2,000",Sachsen-Anhalt,,,,
Q4,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Holzheim,Nadine Duerr,"2,000",Sachsen-Anhalt,,193.144,168.05599999999998,361.2
Q1,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Kaufbeuren,Maik Bauer,"1,365",Hamburg,,,,
Q2,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Kaufbeuren,Maik Bauer,"1,365",Hamburg,,,,
Q3,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Kaufbeuren,Maik Bauer,"1,365",Hamburg,,,,
Q4,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Kaufbeuren,Maik Bauer,"1,365",Hamburg,,368.34000000000003,328.53,696.87
Q1,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Lindau,Christin Herzog,,Online,,,,
Q2,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Lindau,Christin Herzog,,Online,,,,
Q3,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Lindau,Christin Herzog,,Online,,,,
Q4,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Lindau,Christin Herzog,,Online,,418.49,432.54999999999995,851.04
Q1,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,München,Petra Gottlieb,,Online,,,,
Q2,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,München,Petra Gottlieb,,Online,,556.248,508.1999999999998,1064.4479999999999
Q3,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,München,Petra Gottlieb,,Online,,,,
Q4,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,München,Petra Gottlieb,,Online,,,,
Q1,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Neureichenau,Daniela Fuchs,,Online,,,,
Q2,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Neureichenau,Daniela Fuchs,,Online,,,,
Q3,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Neureichenau,Daniela Fuchs,,Online,,65.77,45.17,110.94
Q4,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Neureichenau,Daniela Fuchs,,Online,,,,
Q1,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Nürnberg,Sebastian Bumgarner,,Online,,518.72,490.9599999999998,1009.6799999999998
Q2,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Nürnberg,Sebastian Bumgarner,,Online,,,,
Q3,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Nürnberg,Sebastian Bumgarner,,Online,,,,
Q4,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Nürnberg,Sebastian Bumgarner,,Online,,,,
Q1,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Oberstdorf,Nadine Daecher,,Online,,,,
Q2,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Oberstdorf,Nadine Daecher,,Online,,,,
Q3,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Oberstdorf,Nadine Daecher,,Online,,475.5,444.76,920.26
Q4,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Oberstdorf,Nadine Daecher,,Online,,,,
Q1,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Redwitz,Frank Wechsler,"2,000",Sachsen-Anhalt,,1545.152,1814.848,3360
Q2,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Redwitz,Frank Wechsler,"2,000",Sachsen-Anhalt,,,,
Q3,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Redwitz,Frank Wechsler,"2,000",Sachsen-Anhalt,,,,
Q4,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Redwitz,Frank Wechsler,"2,000",Sachsen-Anhalt,,,,
Q1,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Rimpar,Torsten Nadel,,Online,,,,
Q2,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Rimpar,Torsten Nadel,,Online,,515.04,470.56000000000006,985.6
Q3,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Rimpar,Torsten Nadel,,Online,,,,
Q4,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Rimpar,Torsten Nadel,,Online,,,,
Q1,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Schernfeld,Melanie Schmitz,,Online,,525.336,613.144,1138.48
Q2,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Schernfeld,Melanie Schmitz,,Online,,,,
Q3,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Schernfeld,Melanie Schmitz,,Online,,,,
Q4,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Schernfeld,Melanie Schmitz,,Online,,,,
Q1,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Schwandorf,Jan Ehrlichmann,,Online,,,,
Q2,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Schwandorf,Jan Ehrlichmann,,Online,,,,
Q3,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Schwandorf,Jan Ehrlichmann,,Online,,,,
Q4,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Schwandorf,Jan Ehrlichmann,,Online,,551.84,516.16,1068
Q1,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Unterföhring,Marcel Beich,"2,000",Freistaat Thüringen,,540.792,635.208,1176
Q2,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Unterföhring,Marcel Beich,"2,000",Freistaat Thüringen,,,,
Q3,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Unterföhring,Marcel Beich,"2,000",Freistaat Thüringen,,,,
Q4,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Unterföhring,Marcel Beich,"2,000",Freistaat Thüringen,,,,
Q1,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Waldershof,Stephan Schneider,"2,000",Freistaat Thüringen,,,,
Q2,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Waldershof,Stephan Schneider,"2,000",Freistaat Thüringen,,592.312,682.8079999999999,1275.12
Q3,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Waldershof,Stephan Schneider,"2,000",Freistaat Thüringen,,,,
Q4,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Waldershof,Stephan Schneider,"2,000",Freistaat Thüringen,,,,
Q1,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Wolnzach,Jan Glockner,"1,295",Berlin,,,,
Q2,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Wolnzach,Jan Glockner,"1,295",Berlin,,128.76,117.64000000000001,246.4
Q3,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Wolnzach,Jan Glockner,"1,295",Berlin,,,,
Q4,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Bayern,Wolnzach,Jan Glockner,"1,295",Berlin,,,,
Q1,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Sachsen,Bernsdorf,Jens Waechter,,Online,,105.77,98.92999999999999,204.7
Q2,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Sachsen,Bernsdorf,Jens Waechter,,Online,,,,
Q3,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Sachsen,Bernsdorf,Jens Waechter,,Online,,,,
Q4,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Sachsen,Bernsdorf,Jens Waechter,,Online,,,,
Q1,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Sachsen,Colditz,Stephanie Schaefer,"1,295",Berlin,,1062.32,1247.68,2310
Q2,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Sachsen,Colditz,Stephanie Schaefer,"1,295",Berlin,,,,
Q3,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Sachsen,Colditz,Stephanie Schaefer,"1,295",Berlin,,,,
Q4,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Sachsen,Colditz,Stephanie Schaefer,"1,295",Berlin,,,,
Q1,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Sachsen,Dresden,Marco Cole,"1,295",Berlin,,,,
Q2,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Sachsen,Dresden,Marco Cole,"1,295",Berlin,,,,
Q3,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Sachsen,Dresden,Marco Cole,"1,295",Berlin,,173.18,203.42000000000002,376.6
Q4,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Sachsen,Dresden,Marco Cole,"1,295",Berlin,,,,
Q1,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Sachsen,Glauchau,Jonas Bosch,"2,800",Mecklenburg-Vorpommern,,,,
Q2,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Sachsen,Glauchau,Jonas Bosch,"2,800",Mecklenburg-Vorpommern,,500.3,813.4000000000001,1313.7
Q3,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Sachsen,Glauchau,Jonas Bosch,"2,800",Mecklenburg-Vorpommern,,,,
Q4,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Sachsen,Glauchau,Jonas Bosch,"2,800",Mecklenburg-Vorpommern,,,,
Q1,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Sachsen,Netzschkau,Dominik Duerr,,Online,,,,
Q2,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Sachsen,Netzschkau,Dominik Duerr,,Online,,420.252,848.1480000000001,1268.4
Q3,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Sachsen,Netzschkau,Dominik Duerr,,Online,,,,
Q4,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Sachsen,Netzschkau,Dominik Duerr,,Online,,,,
Q1,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Sachsen,Neundorf,Felix Diederich,"1,855",Hessen,,275,275.15999999999997,550.16
Q2,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Sachsen,Neundorf,Felix Diederich,"1,855",Hessen,,,,
Q3,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Sachsen,Neundorf,Felix Diederich,"1,855",Hessen,,,,
Q4,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Sachsen,Neundorf,Felix Diederich,"1,855",Hessen,,,,
Q1,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Sachsen,Radebeul,Patrick Eiffel,,Online,,740.39,660.3099999999998,1400.6999999999998
Q2,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Sachsen,Radebeul,Patrick Eiffel,,Online,,,,
Q3,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Sachsen,Radebeul,Patrick Eiffel,,Online,,,,
Q4,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Sachsen,Radebeul,Patrick Eiffel,,Online,,,,
Q1,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Sachsen,Zwickau,Sarah Schweizer,,Online,,,,
Q2,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Sachsen,Zwickau,Sarah Schweizer,,Online,,105.31,123.69,229
Q3,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Sachsen,Zwickau,Sarah Schweizer,,Online,,,,
Q4,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Sachsen,Zwickau,Sarah Schweizer,,Online,,,,
Q1,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Thüringen,Dillingen,Marcel Meier,"2,000",Freistaat Thüringen,,,,
Q2,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Thüringen,Dillingen,Marcel Meier,"2,000",Freistaat Thüringen,,,,
Q3,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Thüringen,Dillingen,Marcel Meier,"2,000",Freistaat Thüringen,,311.33,285.37000000000006,596.7
Q4,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Thüringen,Dillingen,Marcel Meier,"2,000",Freistaat Thüringen,,,,
Q1,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Thüringen,Erfurt,Leonie Feierabend,"2,000",Freistaat Thüringen,,,,
Q2,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Thüringen,Erfurt,Leonie Feierabend,"2,000",Freistaat Thüringen,,382.6,349.55999999999995,732.16
Q3,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Thüringen,Erfurt,Leonie Feierabend,"2,000",Freistaat Thüringen,,,,
Q4,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Thüringen,Erfurt,Leonie Feierabend,"2,000",Freistaat Thüringen,,,,
Q1,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Thüringen,Nohfelden,Kathrin Farber,,Online,,,,
Q2,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Thüringen,Nohfelden,Kathrin Farber,,Online,,117.27,137.73000000000002,255
Q3,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Thüringen,Nohfelden,Kathrin Farber,,Online,,,,
Q4,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Freistaat Thüringen,Nohfelden,Kathrin Farber,,Online,,,,
Q1,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Hamburg,Hamburg Niendorf,Christian Biermann,"1,365",Hamburg,,351.81,336.69,688.5
Q2,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Hamburg,Hamburg Niendorf,Christian Biermann,"1,365",Hamburg,,,,
Q3,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Hamburg,Hamburg Niendorf,Christian Biermann,"1,365",Hamburg,,,,
Q4,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Hamburg,Hamburg Niendorf,Christian Biermann,"1,365",Hamburg,,,,
Q1,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Hessen,Fritzlar,Silke Frei,,Online,,,,
Q2,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Hessen,Fritzlar,Silke Frei,,Online,,366.96,383.16,750.12
Q3,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Hessen,Fritzlar,Silke Frei,,Online,,,,
Q4,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Hessen,Fritzlar,Silke Frei,,Online,,,,
Q1,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Hessen,Hohenstein,Matthias Oster,"1,855",Hessen,,,,
Q2,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Hessen,Hohenstein,Matthias Oster,"1,855",Hessen,,772.576,672.2239999999999,1444.8
Q3,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Hessen,Hohenstein,Matthias Oster,"1,855",Hessen,,,,
Q4,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Hessen,Hohenstein,Matthias Oster,"1,855",Hessen,,,,
Q1,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Hessen,Wiesbaden,Leonie Bergmann,"1,855",Hessen,,,,
Q2,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Hessen,Wiesbaden,Leonie Bergmann,"1,855",Hessen,,,,
Q3,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Hessen,Wiesbaden,Leonie Bergmann,"1,855",Hessen,,133.91,157.29,291.2
Q4,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Hessen,Wiesbaden,Leonie Bergmann,"1,855",Hessen,,,,
Q1,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Mecklenburg-Vorpommern,Bibow,Lea Mehler,,Online,,,,
Q2,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Mecklenburg-Vorpommern,Bibow,Lea Mehler,,Online,,210.62,187.83999999999997,398.46
Q3,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Mecklenburg-Vorpommern,Bibow,Lea Mehler,,Online,,,,
Q4,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Mecklenburg-Vorpommern,Bibow,Lea Mehler,,Online,,,,
Q1,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Niedersachsen,Delligsen,Nadine Kuster,,Online,,317.31,296.7899999999999,614.0999999999999
Q2,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Niedersachsen,Delligsen,Nadine Kuster,,Online,,,,
Q3,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Niedersachsen,Delligsen,Nadine Kuster,,Online,,,,
Q4,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Niedersachsen,Delligsen,Nadine Kuster,,Online,,,,
Q1,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Niedersachsen,Kluse,Mario Friedmann,"2,000",Sachsen-Anhalt,,264.88,242,506.88
Q2,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Niedersachsen,Kluse,Mario Friedmann,"2,000",Sachsen-Anhalt,,,,
Q3,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Niedersachsen,Kluse,Mario Friedmann,"2,000",Sachsen-Anhalt,,,,
Q4,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Niedersachsen,Kluse,Mario Friedmann,"2,000",Sachsen-Anhalt,,,,
Q1,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Niedersachsen,Laatzen,Marco Naumann,,Online,,,,
Q2,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Niedersachsen,Laatzen,Marco Naumann,,Online,,263.08,232.28000000000003,495.36
Q3,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Niedersachsen,Laatzen,Marco Naumann,,Online,,,,
Q4,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Niedersachsen,Laatzen,Marco Naumann,,Online,,,,
Q1,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Niedersachsen,Stemshorn,Ines Beich,560,Freie Hansestadt Bremen,,,,
Q2,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Niedersachsen,Stemshorn,Ines Beich,560,Freie Hansestadt Bremen,,351.81,313.73999999999995,665.55
Q3,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Niedersachsen,Stemshorn,Ines Beich,560,Freie Hansestadt Bremen,,,,
Q4,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Niedersachsen,Stemshorn,Ines Beich,560,Freie Hansestadt Bremen,,,,
Q1,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Nordrhein-Westfalen,Düsseldorf Hamm,Johanna Unger,,Online,,212.464,207.95600000000002,420.42
Q2,Cell phones,Smart phones & PDAs,The Phone Company,Europe,Germany,Nordrhein-Westfalen,Düsseldorf Hamm,Johanna Unger,,Online,,,,
