Opportunities.Campaign Name,Opportunities.DaysToClose,Opportunities.Opportunity Owner Name,Opportunities.Close %,Opportunities.Forecast %
(Blank),74,Julian Isla,100,87.33333333333333
(Blank),75,Julian Isla,0,0
(Blank),76,Julian Isla,100,74.5
(Blank),77,Julian Isla,0,0
(Blank),78,Julian Isla,100,91.93333333333334
(Blank),80,Julian Isla,50,147
(Blank),81,Julian Isla,0,0
(Blank),82,Julian Isla,38.46153846153847,94
(Blank),83,Julian Isla,0,0
(Blank),84,Julian Isla,86.53846153846155,90.7
(Blank),85,Julian Isla,0,0
(Blank),86,Julian Isla,100,144
(Blank),88,Julian Isla,100,54
(Blank),89,Julian Isla,0,0
(Blank),90,Julian Isla,32.89473684210527,65.4
(Blank),91,Julian Isla,0,0
(Blank),92,Julian Isla,100,96.8
(Blank),94,Julian Isla,0,0
(Blank),95,Julian Isla,0,0
(Blank),96,Julian Isla,28.57142857142857,139
(Blank),97,Julian Isla,0,0
(Blank),98,Julian Isla,26.666666666666668,0
(Blank),100,Julian Isla,0,0
(Blank),102,Julian Isla,0,0
(Blank),104,Julian Isla,0,0
(Blank),106,Julian Isla,0,0
(Blank),108,Julian Isla,0,0
(Blank),110,Julian Isla,0,0
(Blank),112,Julian Isla,0,0
(Blank),114,Julian Isla,0,0
(Blank),116,Julian Isla,0,0
(Blank),118,Julian Isla,0,0
Consumer Tradeshow,34,Julian Isla,0,0
Consumer Tradeshow,44,Julian Isla,0,0
Consumer Tradeshow,46,Julian Isla,0,0
Consumer Tradeshow,48,Julian Isla,0,0
Consumer Tradeshow,50,Julian Isla,0,0
Consumer Tradeshow,52,Julian Isla,100,60
Consumer Tradeshow,54,Julian Isla,0,0
Consumer Tradeshow,58,Julian Isla,0,0
Consumer Tradeshow,60,Julian Isla,100,0
Consumer Tradeshow,62,Julian Isla,100,0
Consumer Tradeshow,63,Julian Isla,0,0
Consumer Tradeshow,64,Julian Isla,0,0
Consumer Tradeshow,66,Julian Isla,100,0
Consumer Tradeshow,68,Julian Isla,100,54
Consumer Tradeshow,69,Julian Isla,0,0
Consumer Tradeshow,70,Julian Isla,0,0
Consumer Tradeshow,72,Julian Isla,100,0
Consumer Tradeshow,74,Julian Isla,100,96
Consumer Tradeshow,75,Julian Isla,0,0
Consumer Tradeshow,76,Julian Isla,0,0
Consumer Tradeshow,77,Julian Isla,0,0
Consumer Tradeshow,78,Julian Isla,0,0
Consumer Tradeshow,80,Julian Isla,0,0
Consumer Tradeshow,82,Julian Isla,0,0
Consumer Tradeshow,83,Julian Isla,0,0
Consumer Tradeshow,84,Julian Isla,100,78
Consumer Tradeshow,85,Julian Isla,0,0
Consumer Tradeshow,86,Julian Isla,0,0
Consumer Tradeshow,88,Julian Isla,0,0
Consumer Tradeshow,89,Julian Isla,0,0
Consumer Tradeshow,90,Julian Isla,0,0
Consumer Tradeshow,91,Julian Isla,0,0
Consumer Tradeshow,92,Julian Isla,100,0
Consumer Tradeshow,94,Julian Isla,0,0
Consumer Tradeshow,96,Julian Isla,100,0
Consumer Tradeshow,98,Julian Isla,0,0
Consumer Tradeshow,100,Julian Isla,0,0
Consumer Tradeshow,102,Julian Isla,0,0
Consumer Tradeshow,104,Julian Isla,0,0
Consumer Tradeshow,116,Julian Isla,0,0
Consumer Tradeshow,103,Julian Isla,0,0
Customer Care Campaign,38,Julian Isla,100,0
Customer Care Campaign,46,Julian Isla,0,0
Customer Care Campaign,52,Julian Isla,100,0
Customer Care Campaign,54,Julian Isla,0,0
Customer Care Campaign,56,Julian Isla,0,0
Customer Care Campaign,58,Julian Isla,100,0
Customer Care Campaign,60,Julian Isla,100,0
Customer Care Campaign,62,Julian Isla,0,0
Customer Care Campaign,64,Julian Isla,0,0
Customer Care Campaign,66,Julian Isla,0,0
Customer Care Campaign,68,Julian Isla,100,0
Customer Care Campaign,69,Julian Isla,0,0
Customer Care Campaign,70,Julian Isla,0,0
Customer Care Campaign,72,Julian Isla,0,0
Customer Care Campaign,74,Julian Isla,0,0
Customer Care Campaign,75,Julian Isla,0,0
Customer Care Campaign,76,Julian Isla,100,64
Customer Care Campaign,77,Julian Isla,0,0
Customer Care Campaign,78,Julian Isla,0,0
Customer Care Campaign,80,Julian Isla,0,0
Customer Care Campaign,82,Julian Isla,0,0
Customer Care Campaign,83,Julian Isla,0,0
Customer Care Campaign,84,Julian Isla,0,0
Customer Care Campaign,86,Julian Isla,0,0
Customer Care Campaign,88,Julian Isla,0,0
Customer Care Campaign,89,Julian Isla,0,0
Customer Care Campaign,90,Julian Isla,100,96.33333333333334
Customer Care Campaign,91,Julian Isla,0,0
Customer Care Campaign,92,Julian Isla,0,0
Customer Care Campaign,94,Julian Isla,0,0
Customer Care Campaign,96,Julian Isla,75,57.99999999999999
Customer Care Campaign,97,Julian Isla,0,0
Customer Care Campaign,98,Julian Isla,50,0
Customer Care Campaign,100,Julian Isla,0,0
Customer Care Campaign,102,Julian Isla,0,0
Customer Care Campaign,104,Julian Isla,0,0
Customer Care Campaign,106,Julian Isla,0,0
Customer Care Campaign,108,Julian Isla,0,0
Customer Care Campaign,110,Julian Isla,0,0
Customer Care Campaign,112,Julian Isla,0,0
Customer Care Campaign,114,Julian Isla,0,0
Customer Care Campaign,116,Julian Isla,0,0
Customer Care Campaign,118,Julian Isla,0,0
Customer Care Campaign,103,Julian Isla,0,0
Customer Care Campaign,87,Julian Isla,0,0
Customer Care Campaign,107,Julian Isla,0,0
Customer Follow-up,56,Julian Isla,0,0
Customer Follow-up,58,Julian Isla,100,0
Customer Follow-up,62,Julian Isla,0,0
Customer Follow-up,64,Julian Isla,100,124
Customer Follow-up,66,Julian Isla,0,0
Customer Follow-up,68,Julian Isla,0,0
Customer Follow-up,70,Julian Isla,100,94
Customer Follow-up,72,Julian Isla,100,66
Customer Follow-up,74,Julian Isla,0,0
Customer Follow-up,76,Julian Isla,0,0
Customer Follow-up,77,Julian Isla,0,0
Customer Follow-up,78,Julian Isla,100,146
Customer Follow-up,80,Julian Isla,0,0
Customer Follow-up,82,Julian Isla,0,0
Customer Follow-up,84,Julian Isla,100,0
Customer Follow-up,86,Julian Isla,100,0
Customer Follow-up,88,Julian Isla,0,0
Customer Follow-up,89,Julian Isla,0,0
Customer Follow-up,90,Julian Isla,0,0
Customer Follow-up,91,Julian Isla,0,0
Customer Follow-up,92,Julian Isla,100,96
Customer Follow-up,94,Julian Isla,0,0
Customer Follow-up,96,Julian Isla,0,0
Customer Follow-up,98,Julian Isla,0,0
Customer Follow-up,100,Julian Isla,0,0
Customer Follow-up,102,Julian Isla,0,0
Customer Follow-up,104,Julian Isla,0,0
Customer Follow-up,106,Julian Isla,0,0
Market Trends Newsletter,52,Julian Isla,0,0
Market Trends Newsletter,56,Julian Isla,100,0
Market Trends Newsletter,58,Julian Isla,0,0
Market Trends Newsletter,62,Julian Isla,0,0
Market Trends Newsletter,63,Julian Isla,0,0
Market Trends Newsletter,64,Julian Isla,100,0
Market Trends Newsletter,66,Julian Isla,0,0
Market Trends Newsletter,68,Julian Isla,0,0
Market Trends Newsletter,70,Julian Isla,100,68
Market Trends Newsletter,72,Julian Isla,0,0
Market Trends Newsletter,74,Julian Isla,0,0
Market Trends Newsletter,76,Julian Isla,100,0
Market Trends Newsletter,77,Julian Isla,0,0
Market Trends Newsletter,78,Julian Isla,100,85
Market Trends Newsletter,80,Julian Isla,0,0
Market Trends Newsletter,82,Julian Isla,0,0
Market Trends Newsletter,83,Julian Isla,0,0
Market Trends Newsletter,84,Julian Isla,100,0
Market Trends Newsletter,86,Julian Isla,0,0
Market Trends Newsletter,88,Julian Isla,0,0
Market Trends Newsletter,90,Julian Isla,100,0
Market Trends Newsletter,92,Julian Isla,100,0
Market Trends Newsletter,94,Julian Isla,0,0
Market Trends Newsletter,96,Julian Isla,100,0
Market Trends Newsletter,98,Julian Isla,0,0
Market Trends Newsletter,100,Julian Isla,0,0
Market Trends Newsletter,102,Julian Isla,0,0
Market Trends Newsletter,104,Julian Isla,0,0
Market Trends Newsletter,108,Julian Isla,0,0
Market Trends Newsletter,112,Julian Isla,0,0
Market Trends Newsletter,103,Julian Isla,0,0
Monthly Newsletter,52,Julian Isla,0,0
Monthly Newsletter,56,Julian Isla,100,0
Monthly Newsletter,58,Julian Isla,0,0
Monthly Newsletter,62,Julian Isla,100,0
Monthly Newsletter,64,Julian Isla,100,63
Monthly Newsletter,66,Julian Isla,0,0
Monthly Newsletter,68,Julian Isla,100,0
Monthly Newsletter,70,Julian Isla,100,117.5
Monthly Newsletter,72,Julian Isla,100,67
Monthly Newsletter,74,Julian Isla,0,0
Monthly Newsletter,76,Julian Isla,0,0
Monthly Newsletter,77,Julian Isla,0,0
Monthly Newsletter,78,Julian Isla,100,89.66666666666666
Monthly Newsletter,80,Julian Isla,0,0
Monthly Newsletter,81,Julian Isla,0,0
Monthly Newsletter,82,Julian Isla,100,0
Monthly Newsletter,84,Julian Isla,100,121.50000000000001
Monthly Newsletter,86,Julian Isla,0,0
Monthly Newsletter,88,Julian Isla,0,0
Monthly Newsletter,89,Julian Isla,0,0
Monthly Newsletter,90,Julian Isla,100,65
Monthly Newsletter,91,Julian Isla,0,0
Monthly Newsletter,92,Julian Isla,100,71
Monthly Newsletter,94,Julian Isla,0,0
Monthly Newsletter,95,Julian Isla,0,0
Monthly Newsletter,96,Julian Isla,0,0
Monthly Newsletter,97,Julian Isla,0,0
Monthly Newsletter,98,Julian Isla,57.14285714285714,65
Monthly Newsletter,100,Julian Isla,0,0
Monthly Newsletter,102,Julian Isla,0,0
Monthly Newsletter,104,Julian Isla,0,0
Monthly Newsletter,106,Julian Isla,0,0
Monthly Newsletter,110,Julian Isla,0,0
Monthly Newsletter,114,Julian Isla,0,0
Monthly Newsletter,116,Julian Isla,0,0
Monthly Newsletter,118,Julian Isla,0,0
New Product Releases,52,Julian Isla,100,0
New Product Releases,56,Julian Isla,0,0
New Product Releases,58,Julian Isla,0,0
New Product Releases,60,Julian Isla,0,0
New Product Releases,62,Julian Isla,100,0
New Product Releases,63,Julian Isla,0,0
New Product Releases,64,Julian Isla,100,0
New Product Releases,66,Julian Isla,100,152
New Product Releases,68,Julian Isla,0,0
New Product Releases,69,Julian Isla,0,0
New Product Releases,70,Julian Isla,0,0
New Product Releases,72,Julian Isla,0,0
New Product Releases,74,Julian Isla,0,0
New Product Releases,75,Julian Isla,0,0
New Product Releases,76,Julian Isla,100,78
New Product Releases,77,Julian Isla,0,0
New Product Releases,78,Julian Isla,100,113.99999999999999
New Product Releases,80,Julian Isla,100,0
New Product Releases,82,Julian Isla,0,0
New Product Releases,83,Julian Isla,0,0
New Product Releases,84,Julian Isla,100,0
New Product Releases,86,Julian Isla,0,0
New Product Releases,88,Julian Isla,100,0
New Product Releases,89,Julian Isla,0,0
New Product Releases,90,Julian Isla,100,80
New Product Releases,91,Julian Isla,0,0
New Product Releases,92,Julian Isla,100,0
New Product Releases,94,Julian Isla,0,0
New Product Releases,95,Julian Isla,0,0
New Product Releases,96,Julian Isla,100,0
New Product Releases,97,Julian Isla,0,0
New Product Releases,98,Julian Isla,0,0
New Product Releases,100,Julian Isla,0,0
New Product Releases,102,Julian Isla,0,0
New Product Releases,104,Julian Isla,0,0
New Product Releases,110,Julian Isla,0,0
New Product Releases,112,Julian Isla,0,0
New Product Releases,103,Julian Isla,0,0
Twitter,52,Julian Isla,0,0
Twitter,56,Julian Isla,0,0
Twitter,58,Julian Isla,100,0
Twitter,62,Julian Isla,100,0
Twitter,64,Julian Isla,100,149
Twitter,66,Julian Isla,0,0
Twitter,68,Julian Isla,0,0
Twitter,69,Julian Isla,0,0
Twitter,70,Julian Isla,100,0
Twitter,72,Julian Isla,100,0
Twitter,74,Julian Isla,0,0
Twitter,76,Julian Isla,0,0
Twitter,78,Julian Isla,100,103
Twitter,80,Julian Isla,0,0
Twitter,82,Julian Isla,0,0
Twitter,83,Julian Isla,0,0
Twitter,84,Julian Isla,0,0
Twitter,86,Julian Isla,0,0
Twitter,88,Julian Isla,0,0
Twitter,89,Julian Isla,0,0
Twitter,90,Julian Isla,0,0
Twitter,92,Julian Isla,100,0
Twitter,94,Julian Isla,0,0
Twitter,95,Julian Isla,0,0
Twitter,96,Julian Isla,100,0
Twitter,98,Julian Isla,0,0
Twitter,104,Julian Isla,0,0
Twitter,108,Julian Isla,0,0
(Blank),34,Jeff Hay,0,0
(Blank),38,Jeff Hay,0,0
(Blank),40,Jeff Hay,0,0
(Blank),44,Jeff Hay,100,0
(Blank),45,Jeff Hay,0,0
(Blank),46,Jeff Hay,0,0
(Blank),48,Jeff Hay,0,0
(Blank),50,Jeff Hay,0,0
(Blank),52,Jeff Hay,100,76
(Blank),54,Jeff Hay,100,114.99999999999999
(Blank),56,Jeff Hay,0,0
(Blank),58,Jeff Hay,100,62
(Blank),59,Jeff Hay,0,0
(Blank),60,Jeff Hay,0,0
(Blank),62,Jeff Hay,0,0
(Blank),63,Jeff Hay,0,0
(Blank),64,Jeff Hay,100,83
(Blank),66,Jeff Hay,100,87.33333333333333
(Blank),68,Jeff Hay,100,67.80000000000001
(Blank),69,Jeff Hay,100,90
(Blank),70,Jeff Hay,100,69.8
(Blank),71,Jeff Hay,0,0
(Blank),72,Jeff Hay,100,92.2
(Blank),73,Jeff Hay,0,0
(Blank),74,Jeff Hay,100,105
(Blank),75,Jeff Hay,0,0
(Blank),76,Jeff Hay,66.66666666666666,125
(Blank),77,Jeff Hay,0,0
(Blank),78,Jeff Hay,100,101
(Blank),80,Jeff Hay,100,92
(Blank),81,Jeff Hay,0,0
(Blank),82,Jeff Hay,90.32258064516128,79
(Blank),83,Jeff Hay,100,94.66666666666667
(Blank),84,Jeff Hay,45.20547945205479,111.1
(Blank),85,Jeff Hay,0,0
(Blank),86,Jeff Hay,52.63157894736842,64.2
(Blank),88,Jeff Hay,50,57.99999999999999
(Blank),89,Jeff Hay,0,0
(Blank),90,Jeff Hay,60,81
(Blank),91,Jeff Hay,0,0
(Blank),92,Jeff Hay,87.5,101
(Blank),94,Jeff Hay,0,0
(Blank),95,Jeff Hay,0,0
(Blank),96,Jeff Hay,30.23255813953488,101
(Blank),97,Jeff Hay,14.285714285714285,0
(Blank),98,Jeff Hay,8.108108108108109,122.50000000000001
(Blank),100,Jeff Hay,0,0
(Blank),102,Jeff Hay,0,0
(Blank),104,Jeff Hay,46.666666666666664,114.99999999999999
(Blank),106,Jeff Hay,100,0
(Blank),108,Jeff Hay,0,0
(Blank),110,Jeff Hay,0,0
(Blank),112,Jeff Hay,0,0
(Blank),114,Jeff Hay,0,0
(Blank),116,Jeff Hay,0,0
(Blank),118,Jeff Hay,0,0
Consumer Tradeshow,34,Jeff Hay,0,0
Consumer Tradeshow,44,Jeff Hay,0,0
Consumer Tradeshow,46,Jeff Hay,0,0
Consumer Tradeshow,48,Jeff Hay,0,0
Consumer Tradeshow,50,Jeff Hay,0,0
Consumer Tradeshow,52,Jeff Hay,0,0
Consumer Tradeshow,54,Jeff Hay,100,0
Consumer Tradeshow,58,Jeff Hay,0,0
Consumer Tradeshow,60,Jeff Hay,0,0
Consumer Tradeshow,62,Jeff Hay,0,0
Consumer Tradeshow,63,Jeff Hay,0,0
Consumer Tradeshow,64,Jeff Hay,0,0
Consumer Tradeshow,66,Jeff Hay,100,0
Consumer Tradeshow,68,Jeff Hay,100,68
Consumer Tradeshow,69,Jeff Hay,0,0
Consumer Tradeshow,70,Jeff Hay,0,0
Consumer Tradeshow,72,Jeff Hay,100,104
Consumer Tradeshow,74,Jeff Hay,100,0
Consumer Tradeshow,75,Jeff Hay,0,0
Consumer Tradeshow,76,Jeff Hay,0,0
Consumer Tradeshow,77,Jeff Hay,0,0
Consumer Tradeshow,78,Jeff Hay,0,0
Consumer Tradeshow,80,Jeff Hay,100,0
Consumer Tradeshow,82,Jeff Hay,100,91
Consumer Tradeshow,83,Jeff Hay,100,0
Consumer Tradeshow,84,Jeff Hay,100,60
Consumer Tradeshow,85,Jeff Hay,0,0
Consumer Tradeshow,86,Jeff Hay,100,0
Consumer Tradeshow,88,Jeff Hay,0,0
Consumer Tradeshow,89,Jeff Hay,0,0
Consumer Tradeshow,90,Jeff Hay,0,0
Consumer Tradeshow,91,Jeff Hay,0,0
Consumer Tradeshow,92,Jeff Hay,0,0
Consumer Tradeshow,94,Jeff Hay,0,0
Consumer Tradeshow,96,Jeff Hay,50,0
Consumer Tradeshow,98,Jeff Hay,0,0
Consumer Tradeshow,100,Jeff Hay,100,0
Consumer Tradeshow,102,Jeff Hay,0,0
Consumer Tradeshow,104,Jeff Hay,0,0
Consumer Tradeshow,116,Jeff Hay,0,0
Consumer Tradeshow,103,Jeff Hay,0,0
Customer Care Campaign,38,Jeff Hay,0,0
Customer Care Campaign,46,Jeff Hay,0,0
Customer Care Campaign,52,Jeff Hay,0,0
Customer Care Campaign,54,Jeff Hay,0,0
Customer Care Campaign,56,Jeff Hay,0,0
Customer Care Campaign,58,Jeff Hay,0,0
Customer Care Campaign,60,Jeff Hay,0,0
Customer Care Campaign,62,Jeff Hay,0,0
Customer Care Campaign,64,Jeff Hay,0,0
Customer Care Campaign,66,Jeff Hay,0,0
Customer Care Campaign,68,Jeff Hay,100,0
Customer Care Campaign,69,Jeff Hay,0,0
Customer Care Campaign,70,Jeff Hay,0,0
Customer Care Campaign,72,Jeff Hay,100,68
Customer Care Campaign,74,Jeff Hay,0,0
Customer Care Campaign,75,Jeff Hay,0,0
Customer Care Campaign,76,Jeff Hay,0,0
Customer Care Campaign,77,Jeff Hay,0,0
Customer Care Campaign,78,Jeff Hay,0,0
Customer Care Campaign,80,Jeff Hay,0,0
Customer Care Campaign,82,Jeff Hay,0,0
Customer Care Campaign,83,Jeff Hay,0,0
Customer Care Campaign,84,Jeff Hay,100,0
Customer Care Campaign,86,Jeff Hay,0,0
Customer Care Campaign,88,Jeff Hay,0,0
Customer Care Campaign,89,Jeff Hay,0,0
Customer Care Campaign,90,Jeff Hay,100,0
Customer Care Campaign,91,Jeff Hay,0,0
Customer Care Campaign,92,Jeff Hay,0,0
Customer Care Campaign,94,Jeff Hay,100,97
Customer Care Campaign,96,Jeff Hay,100,139
Customer Care Campaign,97,Jeff Hay,0,0
Customer Care Campaign,98,Jeff Hay,100,84
Customer Care Campaign,100,Jeff Hay,100,0
Customer Care Campaign,102,Jeff Hay,100,71
Customer Care Campaign,104,Jeff Hay,0,0
Customer Care Campaign,106,Jeff Hay,0,0
Customer Care Campaign,108,Jeff Hay,0,0
Customer Care Campaign,110,Jeff Hay,33.33333333333333,0
Customer Care Campaign,112,Jeff Hay,0,0
Customer Care Campaign,114,Jeff Hay,0,0
Customer Care Campaign,116,Jeff Hay,0,0
Customer Care Campaign,118,Jeff Hay,0,0
Customer Care Campaign,103,Jeff Hay,0,0
Customer Care Campaign,87,Jeff Hay,0,0
Customer Care Campaign,107,Jeff Hay,0,0
Customer Follow-up,56,Jeff Hay,0,0
Customer Follow-up,58,Jeff Hay,0,0
Customer Follow-up,62,Jeff Hay,0,0
Customer Follow-up,64,Jeff Hay,0,0
Customer Follow-up,66,Jeff Hay,0,0
Customer Follow-up,68,Jeff Hay,0,0
Customer Follow-up,70,Jeff Hay,100,0
Customer Follow-up,72,Jeff Hay,100,127
Customer Follow-up,74,Jeff Hay,0,0
Customer Follow-up,76,Jeff Hay,0,0
Customer Follow-up,77,Jeff Hay,0,0
Customer Follow-up,78,Jeff Hay,0,0
Customer Follow-up,80,Jeff Hay,0,0
Customer Follow-up,82,Jeff Hay,0,0
Customer Follow-up,84,Jeff Hay,100,125
Customer Follow-up,86,Jeff Hay,100,97
Customer Follow-up,88,Jeff Hay,0,0
Customer Follow-up,89,Jeff Hay,0,0
Customer Follow-up,90,Jeff Hay,0,0
Customer Follow-up,91,Jeff Hay,0,0
Customer Follow-up,92,Jeff Hay,0,0
Customer Follow-up,94,Jeff Hay,0,0
Customer Follow-up,96,Jeff Hay,0,0
Customer Follow-up,98,Jeff Hay,33.33333333333333,0
Customer Follow-up,100,Jeff Hay,100,0
Customer Follow-up,102,Jeff Hay,0,0
Customer Follow-up,104,Jeff Hay,0,0
Customer Follow-up,106,Jeff Hay,0,0
Market Trends Newsletter,52,Jeff Hay,0,0
Market Trends Newsletter,56,Jeff Hay,0,0
Market Trends Newsletter,58,Jeff Hay,0,0
Market Trends Newsletter,62,Jeff Hay,0,0
Market Trends Newsletter,63,Jeff Hay,0,0
Market Trends Newsletter,64,Jeff Hay,0,0
Market Trends Newsletter,66,Jeff Hay,0,0
Market Trends Newsletter,68,Jeff Hay,0,0
Market Trends Newsletter,70,Jeff Hay,0,0
Market Trends Newsletter,72,Jeff Hay,100,0
Market Trends Newsletter,74,Jeff Hay,0,0
Market Trends Newsletter,76,Jeff Hay,0,0
Market Trends Newsletter,77,Jeff Hay,0,0
Market Trends Newsletter,78,Jeff Hay,0,0
Market Trends Newsletter,80,Jeff Hay,0,0
Market Trends Newsletter,82,Jeff Hay,100,0
Market Trends Newsletter,83,Jeff Hay,0,0
Market Trends Newsletter,84,Jeff Hay,100,0
Market Trends Newsletter,86,Jeff Hay,100,0
Market Trends Newsletter,88,Jeff Hay,0,0
Market Trends Newsletter,90,Jeff Hay,0,0
Market Trends Newsletter,92,Jeff Hay,0,0
Market Trends Newsletter,94,Jeff Hay,0,0
Market Trends Newsletter,96,Jeff Hay,0,0
Market Trends Newsletter,98,Jeff Hay,100,0
Market Trends Newsletter,100,Jeff Hay,50,0
Market Trends Newsletter,102,Jeff Hay,75,55.00000000000001
Market Trends Newsletter,104,Jeff Hay,100,67
Market Trends Newsletter,108,Jeff Hay,0,0
Market Trends Newsletter,112,Jeff Hay,0,0
Market Trends Newsletter,103,Jeff Hay,0,0
Monthly Newsletter,52,Jeff Hay,0,0
Monthly Newsletter,56,Jeff Hay,0,0
Monthly Newsletter,58,Jeff Hay,0,0
Monthly Newsletter,62,Jeff Hay,0,0
Monthly Newsletter,64,Jeff Hay,0,0
Monthly Newsletter,66,Jeff Hay,0,0
Monthly Newsletter,68,Jeff Hay,0,0
Monthly Newsletter,70,Jeff Hay,0,0
Monthly Newsletter,72,Jeff Hay,100,86
Monthly Newsletter,74,Jeff Hay,100,0
Monthly Newsletter,76,Jeff Hay,100,80
Monthly Newsletter,77,Jeff Hay,0,0
Monthly Newsletter,78,Jeff Hay,100,0
Monthly Newsletter,80,Jeff Hay,100,0
Monthly Newsletter,81,Jeff Hay,0,0
Monthly Newsletter,82,Jeff Hay,100,0
Monthly Newsletter,84,Jeff Hay,100,84.33333333333334
Monthly Newsletter,86,Jeff Hay,100,108
Monthly Newsletter,88,Jeff Hay,0,0
Monthly Newsletter,89,Jeff Hay,0,0
Monthly Newsletter,90,Jeff Hay,100,92
Monthly Newsletter,91,Jeff Hay,0,0
Monthly Newsletter,92,Jeff Hay,100,0
Monthly Newsletter,94,Jeff Hay,0,0
Monthly Newsletter,95,Jeff Hay,0,0
Monthly Newsletter,96,Jeff Hay,50,0
Monthly Newsletter,97,Jeff Hay,0,0
Monthly Newsletter,98,Jeff Hay,66.66666666666666,98
Monthly Newsletter,100,Jeff Hay,100,0
Monthly Newsletter,102,Jeff Hay,0,0
Monthly Newsletter,104,Jeff Hay,100,0
Monthly Newsletter,106,Jeff Hay,100,59
Monthly Newsletter,110,Jeff Hay,0,0
Monthly Newsletter,114,Jeff Hay,0,0
Monthly Newsletter,116,Jeff Hay,0,0
Monthly Newsletter,118,Jeff Hay,0,0
New Product Releases,52,Jeff Hay,0,0
New Product Releases,56,Jeff Hay,0,0
New Product Releases,58,Jeff Hay,0,0
New Product Releases,60,Jeff Hay,0,0
New Product Releases,62,Jeff Hay,0,0
New Product Releases,63,Jeff Hay,0,0
New Product Releases,64,Jeff Hay,0,0
New Product Releases,66,Jeff Hay,0,0
New Product Releases,68,Jeff Hay,100,0
New Product Releases,69,Jeff Hay,0,0
New Product Releases,70,Jeff Hay,0,0
New Product Releases,72,Jeff Hay,100,69
New Product Releases,74,Jeff Hay,0,0
New Product Releases,75,Jeff Hay,0,0
New Product Releases,76,Jeff Hay,0,0
New Product Releases,77,Jeff Hay,0,0
New Product Releases,78,Jeff Hay,0,0
New Product Releases,80,Jeff Hay,0,0
New Product Releases,82,Jeff Hay,100,0
New Product Releases,83,Jeff Hay,100,53
New Product Releases,84,Jeff Hay,100,90
New Product Releases,86,Jeff Hay,100,88
New Product Releases,88,Jeff Hay,0,0
New Product Releases,89,Jeff Hay,0,0
New Product Releases,90,Jeff Hay,0,0
New Product Releases,91,Jeff Hay,0,0
New Product Releases,92,Jeff Hay,0,0
New Product Releases,94,Jeff Hay,0,0
New Product Releases,95,Jeff Hay,0,0
New Product Releases,96,Jeff Hay,0,0
New Product Releases,97,Jeff Hay,0,0
New Product Releases,98,Jeff Hay,100,70
New Product Releases,100,Jeff Hay,50,0
New Product Releases,102,Jeff Hay,33.33333333333333,0
New Product Releases,104,Jeff Hay,0,0
New Product Releases,110,Jeff Hay,0,0
New Product Releases,112,Jeff Hay,0,0
New Product Releases,103,Jeff Hay,0,0
Twitter,52,Jeff Hay,0,0
Twitter,56,Jeff Hay,0,0
Twitter,58,Jeff Hay,0,0
Twitter,62,Jeff Hay,0,0
Twitter,64,Jeff Hay,0,0
Twitter,66,Jeff Hay,0,0
Twitter,68,Jeff Hay,0,0
Twitter,69,Jeff Hay,0,0
Twitter,70,Jeff Hay,100,0
Twitter,72,Jeff Hay,0,0
Twitter,74,Jeff Hay,0,0
Twitter,76,Jeff Hay,0,0
Twitter,78,Jeff Hay,0,0
Twitter,80,Jeff Hay,0,0
Twitter,82,Jeff Hay,100,0
Twitter,83,Jeff Hay,100,0
Twitter,84,Jeff Hay,100,56.99999999999999
Twitter,86,Jeff Hay,100,0
Twitter,88,Jeff Hay,0,0
Twitter,89,Jeff Hay,0,0
Twitter,90,Jeff Hay,0,0
Twitter,92,Jeff Hay,0,0
Twitter,94,Jeff Hay,0,0
Twitter,95,Jeff Hay,0,0
Twitter,96,Jeff Hay,0,0
Twitter,98,Jeff Hay,100,0
Twitter,104,Jeff Hay,0,0
Twitter,108,Jeff Hay,0,0
(Blank),34,David So,0,0
(Blank),38,David So,0,0
(Blank),40,David So,0,0
(Blank),44,David So,100,113.99999999999999
(Blank),45,David So,0,0
(Blank),46,David So,100,93
(Blank),48,David So,0,0
(Blank),50,David So,0,0
(Blank),52,David So,100,104.5
(Blank),54,David So,100,64
(Blank),56,David So,0,0
(Blank),58,David So,100,99
(Blank),59,David So,0,0
(Blank),60,David So,100,89.5
(Blank),62,David So,100,110.00000000000001
(Blank),63,David So,0,0
(Blank),64,David So,100,115.75
(Blank),66,David So,100,126.1
(Blank),68,David So,100,121.2
(Blank),69,David So,100,137
(Blank),70,David So,100,86.1
(Blank),71,David So,0,0
(Blank),72,David So,100,110.2
(Blank),73,David So,0,0
(Blank),74,David So,100,87.75
(Blank),75,David So,0,0
(Blank),76,David So,59.756097560975604,107.69999999999999
(Blank),77,David So,0,0
(Blank),78,David So,55.35714285714286,97.8
(Blank),80,David So,100,108.89999999999999
(Blank),81,David So,0,0
(Blank),82,David So,80.32786885245902,134.20000000000002
(Blank),83,David So,100,84
(Blank),84,David So,46.72131147540984,113.03333333333335
(Blank),85,David So,0,0
(Blank),86,David So,33.72093023255814,92.9
(Blank),88,David So,28.57142857142857,125.66666666666666
(Blank),89,David So,0,0
(Blank),90,David So,51.21951219512195,83.1
(Blank),91,David So,0,0
(Blank),92,David So,50,107.33333333333333
(Blank),94,David So,0,0
(Blank),95,David So,0,0
(Blank),96,David So,30.864197530864196,154.29999999999998
(Blank),97,David So,50,125.49999999999999
(Blank),98,David So,8.791208791208792,151
(Blank),100,David So,0,0
(Blank),102,David So,9.090909090909092,63
