Orders.Order Date.Variation.Date Hierarchy.Quarter,Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Sub-Category,Orders.Country,Orders.Customer Name,Sum(Orders.Profit),CountNonNull(Orders.Row ID),Sum(Orders.Sales),Sum(Orders.Discount),Sum(Orders.Quantity)
Qtr 3,2016,Copiers,United States,Sarah Brown,,,,,
Qtr 4,2016,Copiers,United States,Sarah Brown,,,,,
Qtr 2,2017,Copiers,United States,Sarah Brown,,,,,
Qtr 3,2017,Copiers,United States,Sarah Brown,,,,,
Qtr 4,2017,Copiers,United States,Sarah Brown,,,,,
Qtr 2,2014,Copiers,United States,Seth Vernon,,,,,
Qtr 3,2014,Copiers,United States,Seth Vernon,,,,,
Qtr 4,2014,Copiers,United States,Seth Vernon,,,,,
Qtr 2,2015,Copiers,United States,Seth Vernon,,,,,
Qtr 3,2015,Copiers,United States,Seth Vernon,,,,,
Qtr 4,2015,Copiers,United States,Seth Vernon,,,,,
Qtr 2,2016,Copiers,United States,Seth Vernon,,,,,
Qtr 3,2016,Copiers,United States,Seth Vernon,,,,,
Qtr 4,2016,Copiers,United States,Seth Vernon,,,,,
Qtr 2,2017,Copiers,United States,Seth Vernon,,,,,
Qtr 3,2017,Copiers,United States,Seth Vernon,69.99649999999997,1,599.97,0.4,5
Qtr 4,2017,Copiers,United States,Seth Vernon,,,,,
Qtr 2,2014,Copiers,United States,Tamara Chand,,,,,
Qtr 3,2014,Copiers,United States,Tamara Chand,,,,,
Qtr 4,2014,Copiers,United States,Tamara Chand,,,,,
Qtr 2,2015,Copiers,United States,Tamara Chand,,,,,
Qtr 3,2015,Copiers,United States,Tamara Chand,,,,,
Qtr 4,2015,Copiers,United States,Tamara Chand,,,,,
Qtr 2,2016,Copiers,United States,Tamara Chand,,,,,
Qtr 3,2016,Copiers,United States,Tamara Chand,,,,,
Qtr 4,2016,Copiers,United States,Tamara Chand,8399.975999999999,1,17499.949999999997,0,5
Qtr 2,2017,Copiers,United States,Tamara Chand,,,,,
Qtr 3,2017,Copiers,United States,Tamara Chand,,,,,
Qtr 4,2017,Copiers,United States,Tamara Chand,,,,,
Qtr 2,2014,Copiers,United States,Toby Gnade,,,,,
Qtr 3,2014,Copiers,United States,Toby Gnade,,,,,
Qtr 4,2014,Copiers,United States,Toby Gnade,,,,,
Qtr 2,2015,Copiers,United States,Toby Gnade,,,,,
Qtr 3,2015,Copiers,United States,Toby Gnade,,,,,
Qtr 4,2015,Copiers,United States,Toby Gnade,,,,,
Qtr 2,2016,Copiers,United States,Toby Gnade,,,,,
Qtr 3,2016,Copiers,United States,Toby Gnade,449.991,1,999.98,0,2
Qtr 4,2016,Copiers,United States,Toby Gnade,,,,,
Qtr 2,2017,Copiers,United States,Toby Gnade,,,,,
Qtr 3,2017,Copiers,United States,Toby Gnade,,,,,
Qtr 4,2017,Copiers,United States,Toby Gnade,,,,,
Qtr 2,2014,Copiers,United States,Todd Sumrall,,,,,
Qtr 3,2014,Copiers,United States,Todd Sumrall,,,,,
Qtr 4,2014,Copiers,United States,Todd Sumrall,,,,,
Qtr 2,2015,Copiers,United States,Todd Sumrall,,,,,
Qtr 3,2015,Copiers,United States,Todd Sumrall,874.9874999999998,1,2799.9600000000005,0.2,5
Qtr 4,2015,Copiers,United States,Todd Sumrall,,,,,
Qtr 2,2016,Copiers,United States,Todd Sumrall,,,,,
Qtr 3,2016,Copiers,United States,Todd Sumrall,,,,,
Qtr 4,2016,Copiers,United States,Todd Sumrall,,,,,
Qtr 2,2017,Copiers,United States,Todd Sumrall,,,,,
Qtr 3,2017,Copiers,United States,Todd Sumrall,,,,,
Qtr 4,2017,Copiers,United States,Todd Sumrall,,,,,
Qtr 2,2014,Copiers,United States,Tom Ashbrook,,,,,
Qtr 3,2014,Copiers,United States,Tom Ashbrook,,,,,
Qtr 4,2014,Copiers,United States,Tom Ashbrook,,,,,
Qtr 2,2015,Copiers,United States,Tom Ashbrook,,,,,
Qtr 3,2015,Copiers,United States,Tom Ashbrook,,,,,
Qtr 4,2015,Copiers,United States,Tom Ashbrook,,,,,
Qtr 2,2016,Copiers,United States,Tom Ashbrook,,,,,
Qtr 3,2016,Copiers,United States,Tom Ashbrook,,,,,
Qtr 4,2016,Copiers,United States,Tom Ashbrook,,,,,
Qtr 2,2017,Copiers,United States,Tom Ashbrook,,,,,
Qtr 3,2017,Copiers,United States,Tom Ashbrook,,,,,
Qtr 4,2017,Copiers,United States,Tom Ashbrook,3919.988799999999,1,11199.968,0.2,4
Qtr 2,2014,Copiers,United States,Yoseph Carroll,,,,,
Qtr 3,2014,Copiers,United States,Yoseph Carroll,,,,,
Qtr 4,2014,Copiers,United States,Yoseph Carroll,,,,,
Qtr 2,2015,Copiers,United States,Yoseph Carroll,,,,,
Qtr 3,2015,Copiers,United States,Yoseph Carroll,,,,,
Qtr 4,2015,Copiers,United States,Yoseph Carroll,,,,,
Qtr 2,2016,Copiers,United States,Yoseph Carroll,374.99249999999995,1,1199.976,0.2,3
Qtr 3,2016,Copiers,United States,Yoseph Carroll,,,,,
Qtr 4,2016,Copiers,United States,Yoseph Carroll,,,,,
Qtr 2,2017,Copiers,United States,Yoseph Carroll,,,,,
Qtr 3,2017,Copiers,United States,Yoseph Carroll,,,,,
Qtr 4,2017,Copiers,United States,Yoseph Carroll,,,,,
Qtr 2,2014,Envelopes,United States,Aaron Hawkins,121.4416,1,247.84,0,8
Qtr 3,2014,Envelopes,United States,Aaron Hawkins,,,,,
Qtr 4,2014,Envelopes,United States,Aaron Hawkins,,,,,
Qtr 2,2015,Envelopes,United States,Aaron Hawkins,,,,,
Qtr 3,2015,Envelopes,United States,Aaron Hawkins,,,,,
Qtr 4,2015,Envelopes,United States,Aaron Hawkins,,,,,
Qtr 2,2016,Envelopes,United States,Aaron Hawkins,,,,,
Qtr 3,2016,Envelopes,United States,Aaron Hawkins,,,,,
Qtr 4,2016,Envelopes,United States,Aaron Hawkins,,,,,
Qtr 2,2017,Envelopes,United States,Aaron Hawkins,,,,,
Qtr 3,2017,Envelopes,United States,Aaron Hawkins,,,,,
Qtr 4,2017,Envelopes,United States,Aaron Hawkins,,,,,
Qtr 2,2014,Envelopes,United States,Adam Shillingsburg,,,,,
Qtr 3,2014,Envelopes,United States,Adam Shillingsburg,,,,,
Qtr 4,2014,Envelopes,United States,Adam Shillingsburg,,,,,
Qtr 2,2015,Envelopes,United States,Adam Shillingsburg,,,,,
Qtr 3,2015,Envelopes,United States,Adam Shillingsburg,,,,,
Qtr 4,2015,Envelopes,United States,Adam Shillingsburg,12.3234,1,26.22,0,3
Qtr 2,2016,Envelopes,United States,Adam Shillingsburg,,,,,
Qtr 3,2016,Envelopes,United States,Adam Shillingsburg,,,,,
Qtr 4,2016,Envelopes,United States,Adam Shillingsburg,,,,,
Qtr 2,2017,Envelopes,United States,Adam Shillingsburg,13.347999999999997,1,28.4,0,5
Qtr 3,2017,Envelopes,United States,Adam Shillingsburg,,,,,
Qtr 4,2017,Envelopes,United States,Adam Shillingsburg,,,,,
Qtr 2,2014,Envelopes,United States,Alan Shonely,,,,,
Qtr 3,2014,Envelopes,United States,Alan Shonely,,,,,
Qtr 4,2014,Envelopes,United States,Alan Shonely,3.7436,1,7.64,0,1
Qtr 2,2015,Envelopes,United States,Alan Shonely,,,,,
Qtr 3,2015,Envelopes,United States,Alan Shonely,,,,,
Qtr 4,2015,Envelopes,United States,Alan Shonely,,,,,
Qtr 2,2016,Envelopes,United States,Alan Shonely,,,,,
Qtr 3,2016,Envelopes,United States,Alan Shonely,,,,,
Qtr 4,2016,Envelopes,United States,Alan Shonely,,,,,
Qtr 2,2017,Envelopes,United States,Alan Shonely,,,,,
Qtr 3,2017,Envelopes,United States,Alan Shonely,,,,,
Qtr 4,2017,Envelopes,United States,Alan Shonely,,,,,
Qtr 2,2014,Envelopes,United States,Alex Grayson,,,,,
Qtr 3,2014,Envelopes,United States,Alex Grayson,,,,,
Qtr 4,2014,Envelopes,United States,Alex Grayson,,,,,
Qtr 2,2015,Envelopes,United States,Alex Grayson,,,,,
Qtr 3,2015,Envelopes,United States,Alex Grayson,,,,,
Qtr 4,2015,Envelopes,United States,Alex Grayson,,,,,
Qtr 2,2016,Envelopes,United States,Alex Grayson,,,,,
Qtr 3,2016,Envelopes,United States,Alex Grayson,38.3238,1,81.53999999999999,0,3
Qtr 4,2016,Envelopes,United States,Alex Grayson,,,,,
Qtr 2,2017,Envelopes,United States,Alex Grayson,,,,,
Qtr 3,2017,Envelopes,United States,Alex Grayson,,,,,
Qtr 4,2017,Envelopes,United States,Alex Grayson,,,,,
Qtr 2,2014,Envelopes,United States,Ann Steele,,,,,
Qtr 3,2014,Envelopes,United States,Ann Steele,,,,,
Qtr 4,2014,Envelopes,United States,Ann Steele,,,,,
Qtr 2,2015,Envelopes,United States,Ann Steele,,,,,
Qtr 3,2015,Envelopes,United States,Ann Steele,,,,,
Qtr 4,2015,Envelopes,United States,Ann Steele,,,,,
Qtr 2,2016,Envelopes,United States,Ann Steele,,,,,
Qtr 3,2016,Envelopes,United States,Ann Steele,,,,,
Qtr 4,2016,Envelopes,United States,Ann Steele,,,,,
Qtr 2,2017,Envelopes,United States,Ann Steele,,,,,
Qtr 3,2017,Envelopes,United States,Ann Steele,9.4392,1,27.968000000000004,0.2,4
Qtr 4,2017,Envelopes,United States,Ann Steele,,,,,
Qtr 2,2014,Envelopes,United States,Anna Andreadi,,,,,
Qtr 3,2014,Envelopes,United States,Anna Andreadi,,,,,
Qtr 4,2014,Envelopes,United States,Anna Andreadi,,,,,
Qtr 2,2015,Envelopes,United States,Anna Andreadi,,,,,
Qtr 3,2015,Envelopes,United States,Anna Andreadi,,,,,
Qtr 4,2015,Envelopes,United States,Anna Andreadi,,,,,
Qtr 2,2016,Envelopes,United States,Anna Andreadi,,,,,
Qtr 3,2016,Envelopes,United States,Anna Andreadi,20.6612,1,43.96,0,2
Qtr 4,2016,Envelopes,United States,Anna Andreadi,,,,,
Qtr 2,2017,Envelopes,United States,Anna Andreadi,,,,,
Qtr 3,2017,Envelopes,United States,Anna Andreadi,,,,,
Qtr 4,2017,Envelopes,United States,Anna Andreadi,,,,,
Qtr 2,2014,Envelopes,United States,Anthony Johnson,,,,,
Qtr 3,2014,Envelopes,United States,Anthony Johnson,,,,,
Qtr 4,2014,Envelopes,United States,Anthony Johnson,,,,,
Qtr 2,2015,Envelopes,United States,Anthony Johnson,,,,,
Qtr 3,2015,Envelopes,United States,Anthony Johnson,,,,,
Qtr 4,2015,Envelopes,United States,Anthony Johnson,,,,,
Qtr 2,2016,Envelopes,United States,Anthony Johnson,,,,,
Qtr 3,2016,Envelopes,United States,Anthony Johnson,,,,,
Qtr 4,2016,Envelopes,United States,Anthony Johnson,,,,,
Qtr 2,2017,Envelopes,United States,Anthony Johnson,,,,,
Qtr 3,2017,Envelopes,United States,Anthony Johnson,28.95,1,57.9,0,5
Qtr 4,2017,Envelopes,United States,Anthony Johnson,,,,,
Qtr 2,2014,Envelopes,United States,Arianne Irving,77.4837,1,158.13,0,3
Qtr 3,2014,Envelopes,United States,Arianne Irving,,,,,
Qtr 4,2014,Envelopes,United States,Arianne Irving,,,,,
Qtr 2,2015,Envelopes,United States,Arianne Irving,,,,,
Qtr 3,2015,Envelopes,United States,Arianne Irving,,,,,
Qtr 4,2015,Envelopes,United States,Arianne Irving,,,,,
Qtr 2,2016,Envelopes,United States,Arianne Irving,,,,,
Qtr 3,2016,Envelopes,United States,Arianne Irving,,,,,
Qtr 4,2016,Envelopes,United States,Arianne Irving,,,,,
Qtr 2,2017,Envelopes,United States,Arianne Irving,,,,,
Qtr 3,2017,Envelopes,United States,Arianne Irving,,,,,
Qtr 4,2017,Envelopes,United States,Arianne Irving,,,,,
Qtr 2,2014,Envelopes,United States,Art Ferguson,,,,,
Qtr 3,2014,Envelopes,United States,Art Ferguson,,,,,
Qtr 4,2014,Envelopes,United States,Art Ferguson,,,,,
Qtr 2,2015,Envelopes,United States,Art Ferguson,,,,,
Qtr 3,2015,Envelopes,United States,Art Ferguson,,,,,
Qtr 4,2015,Envelopes,United States,Art Ferguson,,,,,
Qtr 2,2016,Envelopes,United States,Art Ferguson,48.8874,2,98.85,0,9
Qtr 3,2016,Envelopes,United States,Art Ferguson,,,,,
Qtr 4,2016,Envelopes,United States,Art Ferguson,,,,,
Qtr 2,2017,Envelopes,United States,Art Ferguson,,,,,
Qtr 3,2017,Envelopes,United States,Art Ferguson,,,,,
Qtr 4,2017,Envelopes,United States,Art Ferguson,,,,,
Qtr 2,2014,Envelopes,United States,Arthur Gainer,,,,,
Qtr 3,2014,Envelopes,United States,Arthur Gainer,,,,,
Qtr 4,2014,Envelopes,United States,Arthur Gainer,,,,,
Qtr 2,2015,Envelopes,United States,Arthur Gainer,,,,,
Qtr 3,2015,Envelopes,United States,Arthur Gainer,2.9339999999999997,1,7.824,0.2,1
Qtr 4,2015,Envelopes,United States,Arthur Gainer,,,,,
Qtr 2,2016,Envelopes,United States,Arthur Gainer,,,,,
Qtr 3,2016,Envelopes,United States,Arthur Gainer,,,,,
Qtr 4,2016,Envelopes,United States,Arthur Gainer,,,,,
Qtr 2,2017,Envelopes,United States,Arthur Gainer,,,,,
Qtr 3,2017,Envelopes,United States,Arthur Gainer,,,,,
Qtr 4,2017,Envelopes,United States,Arthur Gainer,,,,,
Qtr 2,2014,Envelopes,United States,Arthur Prichep,,,,,
Qtr 3,2014,Envelopes,United States,Arthur Prichep,,,,,
Qtr 4,2014,Envelopes,United States,Arthur Prichep,,,,,
Qtr 2,2015,Envelopes,United States,Arthur Prichep,,,,,
Qtr 3,2015,Envelopes,United States,Arthur Prichep,,,,,
Qtr 4,2015,Envelopes,United States,Arthur Prichep,,,,,
Qtr 2,2016,Envelopes,United States,Arthur Prichep,,,,,
Qtr 3,2016,Envelopes,United States,Arthur Prichep,,,,,
Qtr 4,2016,Envelopes,United States,Arthur Prichep,,,,,
Qtr 2,2017,Envelopes,United States,Arthur Prichep,,,,,
Qtr 3,2017,Envelopes,United States,Arthur Prichep,8.8624,1,24.448,0.2,4
Qtr 4,2017,Envelopes,United States,Arthur Prichep,,,,,
Qtr 2,2014,Envelopes,United States,Arthur Wiediger,,,,,
Qtr 3,2014,Envelopes,United States,Arthur Wiediger,,,,,
Qtr 4,2014,Envelopes,United States,Arthur Wiediger,,,,,
Qtr 2,2015,Envelopes,United States,Arthur Wiediger,,,,,
Qtr 3,2015,Envelopes,United States,Arthur Wiediger,,,,,
Qtr 4,2015,Envelopes,United States,Arthur Wiediger,,,,,
Qtr 2,2016,Envelopes,United States,Arthur Wiediger,,,,,
Qtr 3,2016,Envelopes,United States,Arthur Wiediger,,,,,
Qtr 4,2016,Envelopes,United States,Arthur Wiediger,,,,,
Qtr 2,2017,Envelopes,United States,Arthur Wiediger,,,,,
Qtr 3,2017,Envelopes,United States,Arthur Wiediger,,,,,
Qtr 4,2017,Envelopes,United States,Arthur Wiediger,7.4872,1,15.28,0,2
Qtr 2,2014,Envelopes,United States,Astrea Jones,,,,,
Qtr 3,2014,Envelopes,United States,Astrea Jones,5.092199999999999,1,11.07,0,3
Qtr 4,2014,Envelopes,United States,Astrea Jones,,,,,
Qtr 2,2015,Envelopes,United States,Astrea Jones,,,,,
Qtr 3,2015,Envelopes,United States,Astrea Jones,,,,,
Qtr 4,2015,Envelopes,United States,Astrea Jones,,,,,
Qtr 2,2016,Envelopes,United States,Astrea Jones,,,,,
Qtr 3,2016,Envelopes,United States,Astrea Jones,,,,,
Qtr 4,2016,Envelopes,United States,Astrea Jones,,,,,
Qtr 2,2017,Envelopes,United States,Astrea Jones,,,,,
Qtr 3,2017,Envelopes,United States,Astrea Jones,,,,,
Qtr 4,2017,Envelopes,United States,Astrea Jones,,,,,
Qtr 2,2014,Envelopes,United States,Becky Martin,,,,,
Qtr 3,2014,Envelopes,United States,Becky Martin,,,,,
Qtr 4,2014,Envelopes,United States,Becky Martin,,,,,
Qtr 2,2015,Envelopes,United States,Becky Martin,,,,,
Qtr 3,2015,Envelopes,United States,Becky Martin,,,,,
Qtr 4,2015,Envelopes,United States,Becky Martin,,,,,
Qtr 2,2016,Envelopes,United States,Becky Martin,,,,,
Qtr 3,2016,Envelopes,United States,Becky Martin,30.9918,1,65.94,0,3
Qtr 4,2016,Envelopes,United States,Becky Martin,,,,,
Qtr 2,2017,Envelopes,United States,Becky Martin,,,,,
Qtr 3,2017,Envelopes,United States,Becky Martin,,,,,
Qtr 4,2017,Envelopes,United States,Becky Martin,,,,,
Qtr 2,2014,Envelopes,United States,Bradley Drucker,,,,,
Qtr 3,2014,Envelopes,United States,Bradley Drucker,,,,,
Qtr 4,2014,Envelopes,United States,Bradley Drucker,,,,,
Qtr 2,2015,Envelopes,United States,Bradley Drucker,,,,,
Qtr 3,2015,Envelopes,United States,Bradley Drucker,14.6264,1,31.12,0,4
Qtr 4,2015,Envelopes,United States,Bradley Drucker,,,,,
Qtr 2,2016,Envelopes,United States,Bradley Drucker,,,,,
Qtr 3,2016,Envelopes,United States,Bradley Drucker,,,,,
Qtr 4,2016,Envelopes,United States,Bradley Drucker,,,,,
Qtr 2,2017,Envelopes,United States,Bradley Drucker,,,,,
Qtr 3,2017,Envelopes,United States,Bradley Drucker,,,,,
Qtr 4,2017,Envelopes,United States,Bradley Drucker,,,,,
Qtr 2,2014,Envelopes,United States,Brian Dahlen,,,,,
Qtr 3,2014,Envelopes,United States,Brian Dahlen,,,,,
Qtr 4,2014,Envelopes,United States,Brian Dahlen,,,,,
Qtr 2,2015,Envelopes,United States,Brian Dahlen,,,,,
Qtr 3,2015,Envelopes,United States,Brian Dahlen,,,,,
Qtr 4,2015,Envelopes,United States,Brian Dahlen,,,,,
Qtr 2,2016,Envelopes,United States,Brian Dahlen,28.754999999999995,1,63.9,0,5
Qtr 3,2016,Envelopes,United States,Brian Dahlen,,,,,
Qtr 4,2016,Envelopes,United States,Brian Dahlen,,,,,
Qtr 2,2017,Envelopes,United States,Brian Dahlen,,,,,
Qtr 3,2017,Envelopes,United States,Brian Dahlen,,,,,
Qtr 4,2017,Envelopes,United States,Brian Dahlen,,,,,
Qtr 2,2014,Envelopes,United States,Brian Moss,,,,,
Qtr 3,2014,Envelopes,United States,Brian Moss,,,,,
Qtr 4,2014,Envelopes,United States,Brian Moss,,,,,
Qtr 2,2015,Envelopes,United States,Brian Moss,,,,,
Qtr 3,2015,Envelopes,United States,Brian Moss,,,,,
Qtr 4,2015,Envelopes,United States,Brian Moss,27.241199999999996,1,57.959999999999994,0,7
Qtr 2,2016,Envelopes,United States,Brian Moss,,,,,
Qtr 3,2016,Envelopes,United States,Brian Moss,,,,,
Qtr 4,2016,Envelopes,United States,Brian Moss,,,,,
Qtr 2,2017,Envelopes,United States,Brian Moss,81.432,1,180.96,0,2
Qtr 3,2017,Envelopes,United States,Brian Moss,,,,,
Qtr 4,2017,Envelopes,United States,Brian Moss,,,,,
Qtr 2,2014,Envelopes,United States,Bryan Spruell,,,,,
Qtr 3,2014,Envelopes,United States,Bryan Spruell,,,,,
Qtr 4,2014,Envelopes,United States,Bryan Spruell,,,,,
Qtr 2,2015,Envelopes,United States,Bryan Spruell,,,,,
Qtr 3,2015,Envelopes,United States,Bryan Spruell,58.49619999999999,1,124.46,0,2
Qtr 4,2015,Envelopes,United States,Bryan Spruell,,,,,
Qtr 2,2016,Envelopes,United States,Bryan Spruell,,,,,
Qtr 3,2016,Envelopes,United States,Bryan Spruell,,,,,
Qtr 4,2016,Envelopes,United States,Bryan Spruell,,,,,
Qtr 2,2017,Envelopes,United States,Bryan Spruell,,,,,
Qtr 3,2017,Envelopes,United States,Bryan Spruell,,,,,
Qtr 4,2017,Envelopes,United States,Bryan Spruell,,,,,
Qtr 2,2014,Envelopes,United States,Candace McMahon,,,,,
Qtr 3,2014,Envelopes,United States,Candace McMahon,,,,,
Qtr 4,2014,Envelopes,United States,Candace McMahon,17.968399999999995,1,49.568000000000005,0.2,2
Qtr 2,2015,Envelopes,United States,Candace McMahon,,,,,
Qtr 3,2015,Envelopes,United States,Candace McMahon,,,,,
Qtr 4,2015,Envelopes,United States,Candace McMahon,,,,,
Qtr 2,2016,Envelopes,United States,Candace McMahon,,,,,
Qtr 3,2016,Envelopes,United States,Candace McMahon,,,,,
Qtr 4,2016,Envelopes,United States,Candace McMahon,,,,,
Qtr 2,2017,Envelopes,United States,Candace McMahon,,,,,
Qtr 3,2017,Envelopes,United States,Candace McMahon,,,,,
Qtr 4,2017,Envelopes,United States,Candace McMahon,,,,,
Qtr 2,2014,Envelopes,United States,Carol Adams,,,,,
Qtr 3,2014,Envelopes,United States,Carol Adams,,,,,
Qtr 4,2014,Envelopes,United States,Carol Adams,,,,,
Qtr 2,2015,Envelopes,United States,Carol Adams,,,,,
Qtr 3,2015,Envelopes,United States,Carol Adams,,,,,
Qtr 4,2015,Envelopes,United States,Carol Adams,,,,,
Qtr 2,2016,Envelopes,United States,Carol Adams,,,,,
Qtr 3,2016,Envelopes,United States,Carol Adams,,,,,
Qtr 4,2016,Envelopes,United States,Carol Adams,,,,,
Qtr 2,2017,Envelopes,United States,Carol Adams,,,,,
Qtr 3,2017,Envelopes,United States,Carol Adams,8.8624,1,24.448,0.2,4
Qtr 4,2017,Envelopes,United States,Carol Adams,,,,,
Qtr 2,2014,Envelopes,United States,Cassandra Brandow,,,,,
Qtr 3,2014,Envelopes,United States,Cassandra Brandow,,,,,
Qtr 4,2014,Envelopes,United States,Cassandra Brandow,2.477999999999999,1,7.080000000000001,0.2,3
Qtr 2,2015,Envelopes,United States,Cassandra Brandow,,,,,
Qtr 3,2015,Envelopes,United States,Cassandra Brandow,,,,,
Qtr 4,2015,Envelopes,United States,Cassandra Brandow,,,,,
Qtr 2,2016,Envelopes,United States,Cassandra Brandow,,,,,
Qtr 3,2016,Envelopes,United States,Cassandra Brandow,,,,,
Qtr 4,2016,Envelopes,United States,Cassandra Brandow,,,,,
Qtr 2,2017,Envelopes,United States,Cassandra Brandow,,,,,
Qtr 3,2017,Envelopes,United States,Cassandra Brandow,1.6523999999999992,1,4.896000000000001,0.2,3
Qtr 4,2017,Envelopes,United States,Cassandra Brandow,,,,,
Qtr 2,2014,Envelopes,United States,Cathy Armstrong,,,,,
Qtr 3,2014,Envelopes,United States,Cathy Armstrong,,,,,
Qtr 4,2014,Envelopes,United States,Cathy Armstrong,,,,,
Qtr 2,2015,Envelopes,United States,Cathy Armstrong,,,,,
Qtr 3,2015,Envelopes,United States,Cathy Armstrong,,,,,
Qtr 4,2015,Envelopes,United States,Cathy Armstrong,,,,,
Qtr 2,2016,Envelopes,United States,Cathy Armstrong,,,,,
Qtr 3,2016,Envelopes,United States,Cathy Armstrong,,,,,
Qtr 4,2016,Envelopes,United States,Cathy Armstrong,15.281999999999998,1,40.752,0.2,3
Qtr 2,2017,Envelopes,United States,Cathy Armstrong,,,,,
Qtr 3,2017,Envelopes,United States,Cathy Armstrong,,,,,
Qtr 4,2017,Envelopes,United States,Cathy Armstrong,,,,,
Qtr 2,2014,Envelopes,United States,Chloris Kastensmidt,19.458,1,41.4,0,5
Qtr 3,2014,Envelopes,United States,Chloris Kastensmidt,16.5186,1,48.944,0.2,7
Qtr 4,2014,Envelopes,United States,Chloris Kastensmidt,,,,,
Qtr 2,2015,Envelopes,United States,Chloris Kastensmidt,,,,,
Qtr 3,2015,Envelopes,United States,Chloris Kastensmidt,,,,,
Qtr 4,2015,Envelopes,United States,Chloris Kastensmidt,,,,,
Qtr 2,2016,Envelopes,United States,Chloris Kastensmidt,,,,,
Qtr 3,2016,Envelopes,United States,Chloris Kastensmidt,,,,,
Qtr 4,2016,Envelopes,United States,Chloris Kastensmidt,,,,,
Qtr 2,2017,Envelopes,United States,Chloris Kastensmidt,,,,,
Qtr 3,2017,Envelopes,United States,Chloris Kastensmidt,,,,,
Qtr 4,2017,Envelopes,United States,Chloris Kastensmidt,,,,,
Qtr 2,2014,Envelopes,United States,Chris Cortes,,,,,
Qtr 3,2014,Envelopes,United States,Chris Cortes,,,,,
Qtr 4,2014,Envelopes,United States,Chris Cortes,,,,,
Qtr 2,2015,Envelopes,United States,Chris Cortes,,,,,
Qtr 3,2015,Envelopes,United States,Chris Cortes,,,,,
Qtr 4,2015,Envelopes,United States,Chris Cortes,,,,,
Qtr 2,2016,Envelopes,United States,Chris Cortes,,,,,
Qtr 3,2016,Envelopes,United States,Chris Cortes,,,,,
Qtr 4,2016,Envelopes,United States,Chris Cortes,,,,,
Qtr 2,2017,Envelopes,United States,Chris Cortes,,,,,
Qtr 3,2017,Envelopes,United States,Chris Cortes,,,,,
Qtr 4,2017,Envelopes,United States,Chris Cortes,5.1042000000000005,1,10.86,0,3
Qtr 2,2014,Envelopes,United States,Chris Selesnick,,,,,
Qtr 3,2014,Envelopes,United States,Chris Selesnick,,,,,
Qtr 4,2014,Envelopes,United States,Chris Selesnick,,,,,
Qtr 2,2015,Envelopes,United States,Chris Selesnick,,,,,
Qtr 3,2015,Envelopes,United States,Chris Selesnick,,,,,
Qtr 4,2015,Envelopes,United States,Chris Selesnick,2.1475999999999997,1,6.6080000000000005,0.2,2
Qtr 2,2016,Envelopes,United States,Chris Selesnick,,,,,
Qtr 3,2016,Envelopes,United States,Chris Selesnick,,,,,
Qtr 4,2016,Envelopes,United States,Chris Selesnick,,,,,
Qtr 2,2017,Envelopes,United States,Chris Selesnick,,,,,
Qtr 3,2017,Envelopes,United States,Chris Selesnick,,,,,
Qtr 4,2017,Envelopes,United States,Chris Selesnick,,,,,
Qtr 2,2014,Envelopes,United States,Christine Abelman,,,,,
Qtr 3,2014,Envelopes,United States,Christine Abelman,,,,,
Qtr 4,2014,Envelopes,United States,Christine Abelman,,,,,
Qtr 2,2015,Envelopes,United States,Christine Abelman,,,,,
Qtr 3,2015,Envelopes,United States,Christine Abelman,,,,,
Qtr 4,2015,Envelopes,United States,Christine Abelman,,,,,
Qtr 2,2016,Envelopes,United States,Christine Abelman,,,,,
Qtr 3,2016,Envelopes,United States,Christine Abelman,,,,,
Qtr 4,2016,Envelopes,United States,Christine Abelman,,,,,
Qtr 2,2017,Envelopes,United States,Christine Abelman,,,,,
Qtr 3,2017,Envelopes,United States,Christine Abelman,,,,,
Qtr 4,2017,Envelopes,United States,Christine Abelman,21.591,1,57.576,0.2,3
Qtr 2,2014,Envelopes,United States,Christine Sundaresam,,,,,
Qtr 3,2014,Envelopes,United States,Christine Sundaresam,,,,,
Qtr 4,2014,Envelopes,United States,Christine Sundaresam,,,,,
Qtr 2,2015,Envelopes,United States,Christine Sundaresam,,,,,
Qtr 3,2015,Envelopes,United States,Christine Sundaresam,7.4872,1,15.28,0,2
Qtr 4,2015,Envelopes,United States,Christine Sundaresam,,,,,
Qtr 2,2016,Envelopes,United States,Christine Sundaresam,,,,,
Qtr 3,2016,Envelopes,United States,Christine Sundaresam,,,,,
Qtr 4,2016,Envelopes,United States,Christine Sundaresam,,,,,
Qtr 2,2017,Envelopes,United States,Christine Sundaresam,,,,,
Qtr 3,2017,Envelopes,United States,Christine Sundaresam,,,,,
Qtr 4,2017,Envelopes,United States,Christine Sundaresam,,,,,
Qtr 2,2014,Envelopes,United States,Clay Ludtke,,,,,
Qtr 3,2014,Envelopes,United States,Clay Ludtke,7.604799999999999,1,21.728,0.2,7
Qtr 4,2014,Envelopes,United States,Clay Ludtke,,,,,
Qtr 2,2015,Envelopes,United States,Clay Ludtke,,,,,
Qtr 3,2015,Envelopes,United States,Clay Ludtke,,,,,
Qtr 4,2015,Envelopes,United States,Clay Ludtke,122.148,1,271.44,0,3
Qtr 2,2016,Envelopes,United States,Clay Ludtke,,,,,
Qtr 3,2016,Envelopes,United States,Clay Ludtke,,,,,
