Orders.Order Date.Variation.Date Hierarchy.Year,Orders.Category,Orders.Sub-Category,Orders.Region,Orders.Country,Orders.City,Orders.Customer ID,Orders.Customer Name,Orders.Order ID,Sum(Orders.Discount)
2016,Office Supplies,Binders,Central,United States,Columbus,JR-16210,Justin Ritter,CA-2017-159506,
2017,Office Supplies,Binders,Central,United States,Columbus,JR-16210,Justin Ritter,CA-2017-159506,0
2014,Office Supplies,Binders,Central,United States,Columbus,ML-17410,Maris LaWare,CA-2017-121580,
2015,Office Supplies,Binders,Central,United States,Columbus,ML-17410,Maris LaWare,CA-2017-121580,
2016,Office Supplies,Binders,Central,United States,Columbus,ML-17410,Maris LaWare,CA-2017-121580,
2017,Office Supplies,Binders,Central,United States,Columbus,ML-17410,Maris LaWare,CA-2017-121580,0
2014,Office Supplies,Binders,Central,United States,Corpus Christi,SC-20260,Scott Cohen,US-2014-127635,0.8
2015,Office Supplies,Binders,Central,United States,Corpus Christi,SC-20260,Scott Cohen,US-2014-127635,
2016,Office Supplies,Binders,Central,United States,Corpus Christi,SC-20260,Scott Cohen,US-2014-127635,
2017,Office Supplies,Binders,Central,United States,Corpus Christi,SC-20260,Scott Cohen,US-2014-127635,
2014,Office Supplies,Binders,Central,United States,Dallas,AH-10690,Anna Häberlin,CA-2015-112214,
2015,Office Supplies,Binders,Central,United States,Dallas,AH-10690,Anna Häberlin,CA-2015-112214,0.8
2016,Office Supplies,Binders,Central,United States,Dallas,AH-10690,Anna Häberlin,CA-2015-112214,
2017,Office Supplies,Binders,Central,United States,Dallas,AH-10690,Anna Häberlin,CA-2015-112214,
2014,Office Supplies,Binders,Central,United States,Dallas,AS-10285,Alejandro Savely,CA-2016-114209,
2015,Office Supplies,Binders,Central,United States,Dallas,AS-10285,Alejandro Savely,CA-2016-114209,
2016,Office Supplies,Binders,Central,United States,Dallas,AS-10285,Alejandro Savely,CA-2016-114209,0.8
2017,Office Supplies,Binders,Central,United States,Dallas,AS-10285,Alejandro Savely,CA-2016-114209,
2014,Office Supplies,Binders,Central,United States,Dallas,CS-11860,Cari Schnelling,CA-2015-150413,
2015,Office Supplies,Binders,Central,United States,Dallas,CS-11860,Cari Schnelling,CA-2015-150413,0.8
2016,Office Supplies,Binders,Central,United States,Dallas,CS-11860,Cari Schnelling,CA-2015-150413,
2017,Office Supplies,Binders,Central,United States,Dallas,CS-11860,Cari Schnelling,CA-2015-150413,
2014,Office Supplies,Binders,Central,United States,Dallas,DB-13120,David Bremer,US-2017-148551,
2015,Office Supplies,Binders,Central,United States,Dallas,DB-13120,David Bremer,US-2017-148551,
2016,Office Supplies,Binders,Central,United States,Dallas,DB-13120,David Bremer,US-2017-148551,
2017,Office Supplies,Binders,Central,United States,Dallas,DB-13120,David Bremer,US-2017-148551,0.8
2014,Office Supplies,Binders,Central,United States,Dallas,DB-13270,Deborah Brumfield,CA-2017-154011,
2015,Office Supplies,Binders,Central,United States,Dallas,DB-13270,Deborah Brumfield,CA-2017-154011,
2016,Office Supplies,Binders,Central,United States,Dallas,DB-13270,Deborah Brumfield,CA-2017-154011,
2017,Office Supplies,Binders,Central,United States,Dallas,DB-13270,Deborah Brumfield,CA-2017-154011,0.8
2014,Office Supplies,Binders,Central,United States,Dallas,GA-14725,Guy Armstrong,CA-2017-134194,
2015,Office Supplies,Binders,Central,United States,Dallas,GA-14725,Guy Armstrong,CA-2017-134194,
2016,Office Supplies,Binders,Central,United States,Dallas,GA-14725,Guy Armstrong,CA-2017-134194,
2017,Office Supplies,Binders,Central,United States,Dallas,GA-14725,Guy Armstrong,CA-2017-134194,2.4000000000000004
2014,Office Supplies,Binders,Central,United States,Dallas,HM-14860,Harry Marie,CA-2014-129189,0.8
2015,Office Supplies,Binders,Central,United States,Dallas,HM-14860,Harry Marie,CA-2014-129189,
2016,Office Supplies,Binders,Central,United States,Dallas,HM-14860,Harry Marie,CA-2014-129189,
2017,Office Supplies,Binders,Central,United States,Dallas,HM-14860,Harry Marie,CA-2014-129189,
2014,Office Supplies,Binders,Central,United States,Dallas,JP-15460,Jennifer Patt,CA-2017-156622,
2015,Office Supplies,Binders,Central,United States,Dallas,JP-15460,Jennifer Patt,CA-2017-156622,
2016,Office Supplies,Binders,Central,United States,Dallas,JP-15460,Jennifer Patt,CA-2017-156622,
2017,Office Supplies,Binders,Central,United States,Dallas,JP-15460,Jennifer Patt,CA-2017-156622,0.8
2014,Office Supplies,Binders,Central,United States,Dallas,KH-16510,Keith Herrera,CA-2014-138023,0.8
2015,Office Supplies,Binders,Central,United States,Dallas,KH-16510,Keith Herrera,CA-2014-138023,
2016,Office Supplies,Binders,Central,United States,Dallas,KH-16510,Keith Herrera,CA-2014-138023,
2017,Office Supplies,Binders,Central,United States,Dallas,KH-16510,Keith Herrera,CA-2014-138023,
2014,Office Supplies,Binders,Central,United States,Dallas,LS-16945,Linda Southworth,CA-2017-100223,
2015,Office Supplies,Binders,Central,United States,Dallas,LS-16945,Linda Southworth,CA-2017-100223,
2016,Office Supplies,Binders,Central,United States,Dallas,LS-16945,Linda Southworth,CA-2017-100223,
2017,Office Supplies,Binders,Central,United States,Dallas,LS-16945,Linda Southworth,CA-2017-100223,1.6
2014,Office Supplies,Binders,Central,United States,Dallas,LS-16975,Lindsay Shagiari,CA-2017-164168,
2015,Office Supplies,Binders,Central,United States,Dallas,LS-16975,Lindsay Shagiari,CA-2017-164168,
2016,Office Supplies,Binders,Central,United States,Dallas,LS-16975,Lindsay Shagiari,CA-2017-164168,
2017,Office Supplies,Binders,Central,United States,Dallas,LS-16975,Lindsay Shagiari,CA-2017-164168,0.8
2014,Office Supplies,Binders,Central,United States,Dallas,LS-16975,Lindsay Shagiari,US-2015-118766,
2015,Office Supplies,Binders,Central,United States,Dallas,LS-16975,Lindsay Shagiari,US-2015-118766,0.8
2016,Office Supplies,Binders,Central,United States,Dallas,LS-16975,Lindsay Shagiari,US-2015-118766,
2017,Office Supplies,Binders,Central,United States,Dallas,LS-16975,Lindsay Shagiari,US-2015-118766,
2014,Office Supplies,Binders,Central,United States,Dallas,ME-17320,Maria Etezadi,CA-2015-144302,
2015,Office Supplies,Binders,Central,United States,Dallas,ME-17320,Maria Etezadi,CA-2015-144302,0.8
2016,Office Supplies,Binders,Central,United States,Dallas,ME-17320,Maria Etezadi,CA-2015-144302,
2017,Office Supplies,Binders,Central,United States,Dallas,ME-17320,Maria Etezadi,CA-2015-144302,
2014,Office Supplies,Binders,Central,United States,Dallas,MN-17935,Michael Nguyen,CA-2014-122567,0.8
2015,Office Supplies,Binders,Central,United States,Dallas,MN-17935,Michael Nguyen,CA-2014-122567,
2016,Office Supplies,Binders,Central,United States,Dallas,MN-17935,Michael Nguyen,CA-2014-122567,
2017,Office Supplies,Binders,Central,United States,Dallas,MN-17935,Michael Nguyen,CA-2014-122567,
2014,Office Supplies,Binders,Central,United States,Dallas,RA-19915,Russell Applegate,CA-2017-112809,
2015,Office Supplies,Binders,Central,United States,Dallas,RA-19915,Russell Applegate,CA-2017-112809,
2016,Office Supplies,Binders,Central,United States,Dallas,RA-19915,Russell Applegate,CA-2017-112809,
2017,Office Supplies,Binders,Central,United States,Dallas,RA-19915,Russell Applegate,CA-2017-112809,1.6
2014,Office Supplies,Binders,Central,United States,Dallas,RD-19930,Russell D'Ascenzo,CA-2014-120775,0.8
2015,Office Supplies,Binders,Central,United States,Dallas,RD-19930,Russell D'Ascenzo,CA-2014-120775,
2016,Office Supplies,Binders,Central,United States,Dallas,RD-19930,Russell D'Ascenzo,CA-2014-120775,
2017,Office Supplies,Binders,Central,United States,Dallas,RD-19930,Russell D'Ascenzo,CA-2014-120775,
2014,Office Supplies,Binders,Central,United States,Dallas,SC-20770,Stewart Carmichael,CA-2017-146024,
2015,Office Supplies,Binders,Central,United States,Dallas,SC-20770,Stewart Carmichael,CA-2017-146024,
2016,Office Supplies,Binders,Central,United States,Dallas,SC-20770,Stewart Carmichael,CA-2017-146024,
2017,Office Supplies,Binders,Central,United States,Dallas,SC-20770,Stewart Carmichael,CA-2017-146024,0.8
2014,Office Supplies,Binders,Central,United States,Dallas,SJ-20125,Sanjit Jacobs,CA-2016-130400,
2015,Office Supplies,Binders,Central,United States,Dallas,SJ-20125,Sanjit Jacobs,CA-2016-130400,
2016,Office Supplies,Binders,Central,United States,Dallas,SJ-20125,Sanjit Jacobs,CA-2016-130400,0.8
2017,Office Supplies,Binders,Central,United States,Dallas,SJ-20125,Sanjit Jacobs,CA-2016-130400,
2014,Office Supplies,Binders,Central,United States,Dallas,TP-21415,Tom Prescott,CA-2016-145303,
2015,Office Supplies,Binders,Central,United States,Dallas,TP-21415,Tom Prescott,CA-2016-145303,
2016,Office Supplies,Binders,Central,United States,Dallas,TP-21415,Tom Prescott,CA-2016-145303,1.6
2017,Office Supplies,Binders,Central,United States,Dallas,TP-21415,Tom Prescott,CA-2016-145303,
2014,Office Supplies,Binders,Central,United States,Danville,TC-21475,Tony Chapman,US-2017-144582,
2015,Office Supplies,Binders,Central,United States,Danville,TC-21475,Tony Chapman,US-2017-144582,
2016,Office Supplies,Binders,Central,United States,Danville,TC-21475,Tony Chapman,US-2017-144582,
2017,Office Supplies,Binders,Central,United States,Danville,TC-21475,Tony Chapman,US-2017-144582,0.8
2014,Office Supplies,Binders,Central,United States,Dearborn Heights,RD-19900,Ruben Dartt,CA-2014-149104,0
2015,Office Supplies,Binders,Central,United States,Dearborn Heights,RD-19900,Ruben Dartt,CA-2014-149104,
2016,Office Supplies,Binders,Central,United States,Dearborn Heights,RD-19900,Ruben Dartt,CA-2014-149104,
2017,Office Supplies,Binders,Central,United States,Dearborn Heights,RD-19900,Ruben Dartt,CA-2014-149104,
2014,Office Supplies,Binders,Central,United States,Decatur,MC-17635,Matthew Clasen,US-2017-151316,
2015,Office Supplies,Binders,Central,United States,Decatur,MC-17635,Matthew Clasen,US-2017-151316,
2016,Office Supplies,Binders,Central,United States,Decatur,MC-17635,Matthew Clasen,US-2017-151316,
2017,Office Supplies,Binders,Central,United States,Decatur,MC-17635,Matthew Clasen,US-2017-151316,0.8
2014,Office Supplies,Binders,Central,United States,Deer Park,KD-16495,Keith Dawkins,CA-2016-117226,
2015,Office Supplies,Binders,Central,United States,Deer Park,KD-16495,Keith Dawkins,CA-2016-117226,
2016,Office Supplies,Binders,Central,United States,Deer Park,KD-16495,Keith Dawkins,CA-2016-117226,0.8
2017,Office Supplies,Binders,Central,United States,Deer Park,KD-16495,Keith Dawkins,CA-2016-117226,
2014,Office Supplies,Binders,Central,United States,Des Moines,BE-11455,Brad Eason,CA-2015-115924,
2015,Office Supplies,Binders,Central,United States,Des Moines,BE-11455,Brad Eason,CA-2015-115924,0
2016,Office Supplies,Binders,Central,United States,Des Moines,BE-11455,Brad Eason,CA-2015-115924,
2017,Office Supplies,Binders,Central,United States,Des Moines,BE-11455,Brad Eason,CA-2015-115924,
2014,Office Supplies,Binders,Central,United States,Des Moines,BV-11245,Benjamin Venier,CA-2017-104220,
2015,Office Supplies,Binders,Central,United States,Des Moines,BV-11245,Benjamin Venier,CA-2017-104220,
2016,Office Supplies,Binders,Central,United States,Des Moines,BV-11245,Benjamin Venier,CA-2017-104220,
2017,Office Supplies,Binders,Central,United States,Des Moines,BV-11245,Benjamin Venier,CA-2017-104220,0
2014,Office Supplies,Binders,Central,United States,Des Plaines,JK-15730,Joe Kamberova,CA-2014-163468,0.8
2015,Office Supplies,Binders,Central,United States,Des Plaines,JK-15730,Joe Kamberova,CA-2014-163468,
2016,Office Supplies,Binders,Central,United States,Des Plaines,JK-15730,Joe Kamberova,CA-2014-163468,
2017,Office Supplies,Binders,Central,United States,Des Plaines,JK-15730,Joe Kamberova,CA-2014-163468,
2014,Office Supplies,Binders,Central,United States,Detroit,AB-10105,Adrian Barton,CA-2016-117121,
2015,Office Supplies,Binders,Central,United States,Detroit,AB-10105,Adrian Barton,CA-2016-117121,
2016,Office Supplies,Binders,Central,United States,Detroit,AB-10105,Adrian Barton,CA-2016-117121,0
2017,Office Supplies,Binders,Central,United States,Detroit,AB-10105,Adrian Barton,CA-2016-117121,
2014,Office Supplies,Binders,Central,United States,Detroit,AH-10690,Anna Häberlin,CA-2015-139780,
2015,Office Supplies,Binders,Central,United States,Detroit,AH-10690,Anna Häberlin,CA-2015-139780,0
2016,Office Supplies,Binders,Central,United States,Detroit,AH-10690,Anna Häberlin,CA-2015-139780,
2017,Office Supplies,Binders,Central,United States,Detroit,AH-10690,Anna Häberlin,CA-2015-139780,
2014,Office Supplies,Binders,Central,United States,Detroit,AJ-10945,Ashley Jarboe,US-2015-132836,
2015,Office Supplies,Binders,Central,United States,Detroit,AJ-10945,Ashley Jarboe,US-2015-132836,0
2016,Office Supplies,Binders,Central,United States,Detroit,AJ-10945,Ashley Jarboe,US-2015-132836,
2017,Office Supplies,Binders,Central,United States,Detroit,AJ-10945,Ashley Jarboe,US-2015-132836,
2014,Office Supplies,Binders,Central,United States,Detroit,BD-11320,Bill Donatelli,CA-2015-121699,
2015,Office Supplies,Binders,Central,United States,Detroit,BD-11320,Bill Donatelli,CA-2015-121699,0
2016,Office Supplies,Binders,Central,United States,Detroit,BD-11320,Bill Donatelli,CA-2015-121699,
2017,Office Supplies,Binders,Central,United States,Detroit,BD-11320,Bill Donatelli,CA-2015-121699,
2014,Office Supplies,Binders,Central,United States,Detroit,BT-11440,Bobby Trafton,CA-2014-139283,0
2015,Office Supplies,Binders,Central,United States,Detroit,BT-11440,Bobby Trafton,CA-2014-139283,
2016,Office Supplies,Binders,Central,United States,Detroit,BT-11440,Bobby Trafton,CA-2014-139283,
2017,Office Supplies,Binders,Central,United States,Detroit,BT-11440,Bobby Trafton,CA-2014-139283,
2014,Office Supplies,Binders,Central,United States,Detroit,CA-12775,Cynthia Arntzen,CA-2015-135853,
2015,Office Supplies,Binders,Central,United States,Detroit,CA-12775,Cynthia Arntzen,CA-2015-135853,0
2016,Office Supplies,Binders,Central,United States,Detroit,CA-12775,Cynthia Arntzen,CA-2015-135853,
2017,Office Supplies,Binders,Central,United States,Detroit,CA-12775,Cynthia Arntzen,CA-2015-135853,
2014,Office Supplies,Binders,Central,United States,Detroit,CV-12295,Christina VanderZanden,CA-2017-119655,
2015,Office Supplies,Binders,Central,United States,Detroit,CV-12295,Christina VanderZanden,CA-2017-119655,
2016,Office Supplies,Binders,Central,United States,Detroit,CV-12295,Christina VanderZanden,CA-2017-119655,
2017,Office Supplies,Binders,Central,United States,Detroit,CV-12295,Christina VanderZanden,CA-2017-119655,0
2014,Office Supplies,Binders,Central,United States,Detroit,DB-13210,Dean Braden,CA-2017-109960,
2015,Office Supplies,Binders,Central,United States,Detroit,DB-13210,Dean Braden,CA-2017-109960,
2016,Office Supplies,Binders,Central,United States,Detroit,DB-13210,Dean Braden,CA-2017-109960,
2017,Office Supplies,Binders,Central,United States,Detroit,DB-13210,Dean Braden,CA-2017-109960,0
2014,Office Supplies,Binders,Central,United States,Detroit,DK-12835,Damala Kotsonis,CA-2017-139199,
2015,Office Supplies,Binders,Central,United States,Detroit,DK-12835,Damala Kotsonis,CA-2017-139199,
2016,Office Supplies,Binders,Central,United States,Detroit,DK-12835,Damala Kotsonis,CA-2017-139199,
2017,Office Supplies,Binders,Central,United States,Detroit,DK-12835,Damala Kotsonis,CA-2017-139199,0
2014,Office Supplies,Binders,Central,United States,Detroit,JA-15970,Joseph Airdo,CA-2016-116526,
2015,Office Supplies,Binders,Central,United States,Detroit,JA-15970,Joseph Airdo,CA-2016-116526,
2016,Office Supplies,Binders,Central,United States,Detroit,JA-15970,Joseph Airdo,CA-2016-116526,0
2017,Office Supplies,Binders,Central,United States,Detroit,JA-15970,Joseph Airdo,CA-2016-116526,
2014,Office Supplies,Binders,Central,United States,Detroit,JL-15835,John Lee,US-2015-138121,
2015,Office Supplies,Binders,Central,United States,Detroit,JL-15835,John Lee,US-2015-138121,0
2016,Office Supplies,Binders,Central,United States,Detroit,JL-15835,John Lee,US-2015-138121,
2017,Office Supplies,Binders,Central,United States,Detroit,JL-15835,John Lee,US-2015-138121,
2014,Office Supplies,Binders,Central,United States,Detroit,KL-16645,Ken Lonsdale,CA-2017-112900,
2015,Office Supplies,Binders,Central,United States,Detroit,KL-16645,Ken Lonsdale,CA-2017-112900,
2016,Office Supplies,Binders,Central,United States,Detroit,KL-16645,Ken Lonsdale,CA-2017-112900,
2017,Office Supplies,Binders,Central,United States,Detroit,KL-16645,Ken Lonsdale,CA-2017-112900,0
2014,Office Supplies,Binders,Central,United States,Detroit,MJ-17740,Max Jones,CA-2017-147291,
2015,Office Supplies,Binders,Central,United States,Detroit,MJ-17740,Max Jones,CA-2017-147291,
2016,Office Supplies,Binders,Central,United States,Detroit,MJ-17740,Max Jones,CA-2017-147291,
2017,Office Supplies,Binders,Central,United States,Detroit,MJ-17740,Max Jones,CA-2017-147291,0
2014,Office Supplies,Binders,Central,United States,Detroit,NH-18610,Nicole Hansen,CA-2015-113901,
2015,Office Supplies,Binders,Central,United States,Detroit,NH-18610,Nicole Hansen,CA-2015-113901,0
2016,Office Supplies,Binders,Central,United States,Detroit,NH-18610,Nicole Hansen,CA-2015-113901,
2017,Office Supplies,Binders,Central,United States,Detroit,NH-18610,Nicole Hansen,CA-2015-113901,
2014,Office Supplies,Binders,Central,United States,Detroit,QJ-19255,Quincy Jones,US-2014-157070,0
2015,Office Supplies,Binders,Central,United States,Detroit,QJ-19255,Quincy Jones,US-2014-157070,
2016,Office Supplies,Binders,Central,United States,Detroit,QJ-19255,Quincy Jones,US-2014-157070,
2017,Office Supplies,Binders,Central,United States,Detroit,QJ-19255,Quincy Jones,US-2014-157070,
2014,Office Supplies,Binders,Central,United States,Detroit,RD-19585,Rob Dowd,CA-2016-131576,
2015,Office Supplies,Binders,Central,United States,Detroit,RD-19585,Rob Dowd,CA-2016-131576,
2016,Office Supplies,Binders,Central,United States,Detroit,RD-19585,Rob Dowd,CA-2016-131576,0
2017,Office Supplies,Binders,Central,United States,Detroit,RD-19585,Rob Dowd,CA-2016-131576,
2014,Office Supplies,Binders,Central,United States,Detroit,SW-20350,Sean Wendt,CA-2016-128517,
2015,Office Supplies,Binders,Central,United States,Detroit,SW-20350,Sean Wendt,CA-2016-128517,
2016,Office Supplies,Binders,Central,United States,Detroit,SW-20350,Sean Wendt,CA-2016-128517,0
2017,Office Supplies,Binders,Central,United States,Detroit,SW-20350,Sean Wendt,CA-2016-128517,
2014,Office Supplies,Binders,Central,United States,Dubuque,DE-13255,Deanra Eno,CA-2015-153381,
2015,Office Supplies,Binders,Central,United States,Dubuque,DE-13255,Deanra Eno,CA-2015-153381,0
2016,Office Supplies,Binders,Central,United States,Dubuque,DE-13255,Deanra Eno,CA-2015-153381,
2017,Office Supplies,Binders,Central,United States,Dubuque,DE-13255,Deanra Eno,CA-2015-153381,
2014,Office Supplies,Binders,Central,United States,Eagan,ON-18715,Odella Nelson,CA-2016-118255,
2015,Office Supplies,Binders,Central,United States,Eagan,ON-18715,Odella Nelson,CA-2016-118255,
2016,Office Supplies,Binders,Central,United States,Eagan,ON-18715,Odella Nelson,CA-2016-118255,0
2017,Office Supplies,Binders,Central,United States,Eagan,ON-18715,Odella Nelson,CA-2016-118255,
2014,Office Supplies,Binders,Central,United States,Eau Claire,PA-19060,Pete Armstrong,CA-2014-148761,0
2015,Office Supplies,Binders,Central,United States,Eau Claire,PA-19060,Pete Armstrong,CA-2014-148761,
2016,Office Supplies,Binders,Central,United States,Eau Claire,PA-19060,Pete Armstrong,CA-2014-148761,
2017,Office Supplies,Binders,Central,United States,Eau Claire,PA-19060,Pete Armstrong,CA-2014-148761,
2014,Office Supplies,Binders,Central,United States,Edinburg,NF-18385,Natalie Fritzler,CA-2016-113551,
2015,Office Supplies,Binders,Central,United States,Edinburg,NF-18385,Natalie Fritzler,CA-2016-113551,
2016,Office Supplies,Binders,Central,United States,Edinburg,NF-18385,Natalie Fritzler,CA-2016-113551,0.8
2017,Office Supplies,Binders,Central,United States,Edinburg,NF-18385,Natalie Fritzler,CA-2016-113551,
2014,Office Supplies,Binders,Central,United States,El Paso,MG-17875,Michael Grace,CA-2014-103744,0.8
2015,Office Supplies,Binders,Central,United States,El Paso,MG-17875,Michael Grace,CA-2014-103744,
2016,Office Supplies,Binders,Central,United States,El Paso,MG-17875,Michael Grace,CA-2014-103744,
2017,Office Supplies,Binders,Central,United States,El Paso,MG-17875,Michael Grace,CA-2014-103744,
2014,Office Supplies,Binders,Central,United States,Fargo,CS-12400,Christopher Schild,CA-2017-135111,
2015,Office Supplies,Binders,Central,United States,Fargo,CS-12400,Christopher Schild,CA-2017-135111,
2016,Office Supplies,Binders,Central,United States,Fargo,CS-12400,Christopher Schild,CA-2017-135111,
2017,Office Supplies,Binders,Central,United States,Fargo,CS-12400,Christopher Schild,CA-2017-135111,0
2014,Office Supplies,Binders,Central,United States,Fort Worth,BB-11545,Brenda Bowman,CA-2015-107083,
2015,Office Supplies,Binders,Central,United States,Fort Worth,BB-11545,Brenda Bowman,CA-2015-107083,1.6
2016,Office Supplies,Binders,Central,United States,Fort Worth,BB-11545,Brenda Bowman,CA-2015-107083,
2017,Office Supplies,Binders,Central,United States,Fort Worth,BB-11545,Brenda Bowman,CA-2015-107083,
2014,Office Supplies,Binders,Central,United States,Fort Worth,DB-13555,Dorothy Badders,US-2017-133200,
2015,Office Supplies,Binders,Central,United States,Fort Worth,DB-13555,Dorothy Badders,US-2017-133200,
2016,Office Supplies,Binders,Central,United States,Fort Worth,DB-13555,Dorothy Badders,US-2017-133200,
2017,Office Supplies,Binders,Central,United States,Fort Worth,DB-13555,Dorothy Badders,US-2017-133200,0.8
2014,Office Supplies,Binders,Central,United States,Fort Worth,HP-14815,Harold Pawlan,US-2015-118983,
2015,Office Supplies,Binders,Central,United States,Fort Worth,HP-14815,Harold Pawlan,US-2015-118983,0.8
2016,Office Supplies,Binders,Central,United States,Fort Worth,HP-14815,Harold Pawlan,US-2015-118983,
2017,Office Supplies,Binders,Central,United States,Fort Worth,HP-14815,Harold Pawlan,US-2015-118983,
2014,Office Supplies,Binders,Central,United States,Fort Worth,NC-18415,Nathan Cano,CA-2014-165393,0.8
2015,Office Supplies,Binders,Central,United States,Fort Worth,NC-18415,Nathan Cano,CA-2014-165393,
2016,Office Supplies,Binders,Central,United States,Fort Worth,NC-18415,Nathan Cano,CA-2014-165393,
2017,Office Supplies,Binders,Central,United States,Fort Worth,NC-18415,Nathan Cano,CA-2014-165393,
2014,Office Supplies,Binders,Central,United States,Franklin,DP-13390,Dennis Pardue,CA-2017-154466,
2015,Office Supplies,Binders,Central,United States,Franklin,DP-13390,Dennis Pardue,CA-2017-154466,
2016,Office Supplies,Binders,Central,United States,Franklin,DP-13390,Dennis Pardue,CA-2017-154466,
2017,Office Supplies,Binders,Central,United States,Franklin,DP-13390,Dennis Pardue,CA-2017-154466,0
2014,Office Supplies,Binders,Central,United States,Franklin,JE-16165,Justin Ellison,CA-2016-114489,
2015,Office Supplies,Binders,Central,United States,Franklin,JE-16165,Justin Ellison,CA-2016-114489,
2016,Office Supplies,Binders,Central,United States,Franklin,JE-16165,Justin Ellison,CA-2016-114489,0
2017,Office Supplies,Binders,Central,United States,Franklin,JE-16165,Justin Ellison,CA-2016-114489,
2014,Office Supplies,Binders,Central,United States,Franklin,JO-15145,Jack O'Briant,US-2016-100461,
2015,Office Supplies,Binders,Central,United States,Franklin,JO-15145,Jack O'Briant,US-2016-100461,
2016,Office Supplies,Binders,Central,United States,Franklin,JO-15145,Jack O'Briant,US-2016-100461,0
2017,Office Supplies,Binders,Central,United States,Franklin,JO-15145,Jack O'Briant,US-2016-100461,
2014,Office Supplies,Binders,Central,United States,Freeport,TS-21610,Troy Staebel,CA-2017-163160,
2015,Office Supplies,Binders,Central,United States,Freeport,TS-21610,Troy Staebel,CA-2017-163160,
2016,Office Supplies,Binders,Central,United States,Freeport,TS-21610,Troy Staebel,CA-2017-163160,
2017,Office Supplies,Binders,Central,United States,Freeport,TS-21610,Troy Staebel,CA-2017-163160,0.8
2014,Office Supplies,Binders,Central,United States,Fremont,CV-12805,Cynthia Voltz,CA-2017-146493,
2015,Office Supplies,Binders,Central,United States,Fremont,CV-12805,Cynthia Voltz,CA-2017-146493,
2016,Office Supplies,Binders,Central,United States,Fremont,CV-12805,Cynthia Voltz,CA-2017-146493,
2017,Office Supplies,Binders,Central,United States,Fremont,CV-12805,Cynthia Voltz,CA-2017-146493,0
2014,Office Supplies,Binders,Central,United States,Garland,TD-20995,Tamara Dahlen,CA-2017-150959,
2015,Office Supplies,Binders,Central,United States,Garland,TD-20995,Tamara Dahlen,CA-2017-150959,
2016,Office Supplies,Binders,Central,United States,Garland,TD-20995,Tamara Dahlen,CA-2017-150959,
2017,Office Supplies,Binders,Central,United States,Garland,TD-20995,Tamara Dahlen,CA-2017-150959,0.8
2014,Office Supplies,Binders,Central,United States,Grand Prairie,TB-21625,Trudy Brown,CA-2015-156377,
2015,Office Supplies,Binders,Central,United States,Grand Prairie,TB-21625,Trudy Brown,CA-2015-156377,0.8
2016,Office Supplies,Binders,Central,United States,Grand Prairie,TB-21625,Trudy Brown,CA-2015-156377,
2017,Office Supplies,Binders,Central,United States,Grand Prairie,TB-21625,Trudy Brown,CA-2015-156377,
2014,Office Supplies,Binders,Central,United States,Grand Rapids,EN-13780,Edward Nazzal,CA-2016-126284,
2015,Office Supplies,Binders,Central,United States,Grand Rapids,EN-13780,Edward Nazzal,CA-2016-126284,
2016,Office Supplies,Binders,Central,United States,Grand Rapids,EN-13780,Edward Nazzal,CA-2016-126284,0
2017,Office Supplies,Binders,Central,United States,Grand Rapids,EN-13780,Edward Nazzal,CA-2016-126284,
2014,Office Supplies,Binders,Central,United States,Grand Rapids,LW-17215,Luke Weiss,CA-2017-102659,
2015,Office Supplies,Binders,Central,United States,Grand Rapids,LW-17215,Luke Weiss,CA-2017-102659,
2016,Office Supplies,Binders,Central,United States,Grand Rapids,LW-17215,Luke Weiss,CA-2017-102659,
2017,Office Supplies,Binders,Central,United States,Grand Rapids,LW-17215,Luke Weiss,CA-2017-102659,0
2014,Office Supplies,Binders,Central,United States,Highland Park,LB-16795,Laurel Beltran,US-2016-162103,
2015,Office Supplies,Binders,Central,United States,Highland Park,LB-16795,Laurel Beltran,US-2016-162103,
2016,Office Supplies,Binders,Central,United States,Highland Park,LB-16795,Laurel Beltran,US-2016-162103,0.8
2017,Office Supplies,Binders,Central,United States,Highland Park,LB-16795,Laurel Beltran,US-2016-162103,
2014,Office Supplies,Binders,Central,United States,Highland Park,RA-19915,Russell Applegate,US-2015-122784,
2015,Office Supplies,Binders,Central,United States,Highland Park,RA-19915,Russell Applegate,US-2015-122784,0.8
2016,Office Supplies,Binders,Central,United States,Highland Park,RA-19915,Russell Applegate,US-2015-122784,
2017,Office Supplies,Binders,Central,United States,Highland Park,RA-19915,Russell Applegate,US-2015-122784,
2014,Office Supplies,Binders,Central,United States,Houston,AB-10105,Adrian Barton,CA-2015-163181,
2015,Office Supplies,Binders,Central,United States,Houston,AB-10105,Adrian Barton,CA-2015-163181,0.8
2016,Office Supplies,Binders,Central,United States,Houston,AB-10105,Adrian Barton,CA-2015-163181,
2017,Office Supplies,Binders,Central,United States,Houston,AB-10105,Adrian Barton,CA-2015-163181,
2014,Office Supplies,Binders,Central,United States,Houston,AC-10420,Alyssa Crouse,US-2017-158218,
2015,Office Supplies,Binders,Central,United States,Houston,AC-10420,Alyssa Crouse,US-2017-158218,
2016,Office Supplies,Binders,Central,United States,Houston,AC-10420,Alyssa Crouse,US-2017-158218,
2017,Office Supplies,Binders,Central,United States,Houston,AC-10420,Alyssa Crouse,US-2017-158218,0.8
